date,usd,gbp
1976-08-02,111.9,62.57
1976-08-03,111.6,62.44
1976-08-04,113.4,63.22
1976-08-05,112.6,62.82
1976-08-06,112.8,63.06
1976-08-09,112.7,62.94
1976-08-10,113.4,63.31
1976-08-11,113.55,63.44
1976-08-12,113.2,63.33
1976-08-13,113.4,63.58
1976-08-16,113.15,63.56
1976-08-17,112.15,62.88
1976-08-18,108.1,60.56
1976-08-19,109.45,61.4
1976-08-20,109,61.15
1976-08-23,106.6,59.78
1976-08-24,104.8,59
1976-08-25,103.5,58.41
1976-08-26,105,59.26
1976-08-27,104.2,58.81
1976-08-31,104,58.55
1976-09-01,105.7,59.56
1976-09-02,106.1,59.81
1976-09-03,107.4,60.56
1976-09-06,113.65,64.1
1976-09-07,110.75,62.51
1976-09-08,111.6,63
1976-09-09,112,64.17
1976-09-10,115.7,65.98
1976-09-13,114.4,65.35
1976-09-14,111.6,64.21
1976-09-15,111.25,64.08
1976-09-16,114,65.33
1976-09-17,119.5,68.9
1976-09-20,115.4,67.16
1976-09-21,119.9,69.71
1976-09-22,118,68.79
1976-09-23,117.75,68.79
1976-09-24,119.15,69.84
1976-09-27,118.9,70.52
1976-09-28,116.25,70.91
1976-09-29,116.2,69.75
1976-09-30,116,68.97
1976-10-01,116,69.82
1976-10-04,114.35,68.21
1976-10-05,114.45,68.59
1976-10-06,115.25,70.17
1976-10-07,115.5,69.44
1976-10-08,114,68.37
1976-10-11,114.5,68.89
1976-10-12,114.7,69.41
1976-10-13,114.65,69.27
1976-10-14,114.85,70.01
1976-10-15,115.7,70.23
1976-10-18,116.2,70.08
1976-10-19,115.4,69.9
1976-10-20,114.9,69.76
1976-10-21,116,70.4
1976-10-22,115.5,70.03
1976-10-25,115.85,72.72
1976-10-26,117.45,73.29
1976-10-27,117.85,74.03
1976-10-28,122.75,78.32
1976-10-29,123.15,77.19
1976-11-01,122.6,77.22
1976-11-02,122.5,77.02
1976-11-03,125.85,78.67
1976-11-04,124,76.17
1976-11-05,127,77.51
1976-11-08,131.5,81.02
1976-11-09,130.55,80.1
1976-11-10,136.25,83.44
1976-11-11,133.2,81.85
1976-11-12,135.6,83.5
1976-11-15,138.85,84.55
1976-11-16,133.2,81.02
1976-11-17,131.25,79.36
1976-11-18,128.65,77.28
1976-11-19,130.2,77.39
1976-11-22,133.9,81.2
1976-11-23,133.45,81.13
1976-11-24,130.75,79.02
1976-11-25,130.75,79.36
1976-11-26,130.25,78.84
1976-11-29,129.65,78.64
1976-11-30,130.25,78.61
1976-12-01,130.5,78.86
1976-12-02,130.85,78.49
1976-12-03,131.05,78.86
1976-12-06,134,80.96
1976-12-07,134.85,80.7
1976-12-08,135.65,81.12
1976-12-09,136.5,81.52
1976-12-10,137.65,82.29
1976-12-13,135.4,80.48
1976-12-14,134.6,80.02
1976-12-15,134.8,80.02
1976-12-16,134.4,80.87
1976-12-17,131.9,78.95
1976-12-20,132.35,78.69
1976-12-21,133.6,79.26
1976-12-22,133.6,79.34
1976-12-23,132.35,78.36
1976-12-29,134.25,78.75
1976-12-30,134.75,79.2
1976-12-31,134.5,78.99
1977-01-04,135.7,79.44
1977-01-05,133.05,77.7
1977-01-06,132.6,77.65
1977-01-07,132.8,77.89
1977-01-10,131,76.62
1977-01-11,129.75,75.79
1977-01-12,130.5,76.41
1977-01-13,132.2,77.27
1977-01-14,131.45,76.81
1977-01-17,131.58,76.77
1977-01-18,132.8,77.38
1977-01-19,132.7,77.21
1977-01-20,133.1,77.51
1977-01-21,132.2,77.05
1977-01-24,132.3,76.92
1977-01-25,133.5,77.63
1977-01-26,132.15,76.85
1977-01-27,132.3,77
1977-01-28,131.3,76.56
1977-01-31,132.3,77.15
1977-02-01,132.6,77.25
1977-02-02,132.1,76.97
1977-02-03,133,77.54
1977-02-04,132.45,77.23
1977-02-07,134.25,78.28
1977-02-08,134.7,78.52
1977-02-09,136.1,79.24
1977-02-10,135.85,79.12
1977-02-11,135,78.81
1977-02-14,136.45,80.03
1977-02-15,135.9,79.86
1977-02-16,135.9,79.61
1977-02-17,136.4,79.93
1977-02-18,136.6,80.15
1977-02-21,137.5,80.63
1977-02-22,138.1,80.82
1977-02-23,139.15,81.46
1977-02-24,141.25,82.67
1977-02-25,139.93,81.87
1977-02-28,142.75,83.28
1977-03-01,141.4,82.47
1977-03-02,145.05,84.6
1977-03-03,144.7,84.4
1977-03-04,145.4,84.83
1977-03-07,148.3,86.39
1977-03-08,148.25,86.27
1977-03-09,145.9,84.91
1977-03-10,147.05,85.68
1977-03-11,146.3,85.21
1977-03-14,145.75,84.79
1977-03-15,146.45,85.17
1977-03-16,147.5,85.76
1977-03-17,148.9,86.61
1977-03-18,150.05,87.4
1977-03-21,152,88.53
1977-03-22,150.4,87.6
1977-03-23,152.8,88.93
1977-03-24,152.75,88.9
1977-03-25,153.55,89.36
1977-03-28,150,87.28
1977-03-29,148.4,86.3
1977-03-30,149.45,86.84
1977-03-31,148.9,86.57
1977-04-01,148.3,86.23
1977-04-04,150.3,87.38
1977-04-05,148.65,86.42
1977-04-06,148.6,86.42
1977-04-07,148.7,86.5
1977-04-12,149.7,87.06
1977-04-13,152.2,88.5
1977-04-14,152.05,88.45
1977-04-15,150.65,87.69
1977-04-18,151,87.83
1977-04-19,150.45,87.48
1977-04-20,149.5,86.93
1977-04-21,148.1,86.13
1977-04-22,149.7,87.09
1977-04-25,148.75,86.52
1977-04-26,147.15,85.58
1977-04-27,147.5,85.76
1977-04-28,145.6,84.67
1977-04-29,147.25,85.65
1977-05-02,148.35,86.26
1977-05-03,148.25,86.2
1977-05-04,148.1,86.11
1977-05-05,146.95,85.47
1977-05-06,148.25,86.27
1977-05-09,147.3,85.69
1977-05-10,147.5,85.79
1977-05-11,147.7,85.88
1977-05-12,147.2,85.61
1977-05-13,148.15,86.15
1977-05-16,147.65,85.87
1977-05-17,147.8,85.99
1977-05-18,146.9,85.47
1977-05-19,146.85,85.47
1977-05-20,147.35,85.77
1977-05-23,146.5,85.28
1977-05-24,144.8,84.34
1977-05-25,144.75,84.24
1977-05-26,143.7,83.63
1977-05-27,144.4,84.1
1977-05-30,143.9,83.79
1977-05-31,142.95,83.17
1977-06-01,143.85,83.67
1977-06-02,141.95,82.62
1977-06-03,141.45,82.33
1977-06-08,142.3,82.77
1977-06-09,140.6,81.82
1977-06-10,140,81.45
1977-06-13,138.4,80.5
1977-06-14,137.1,79.74
1977-06-15,138.9,80.77
1977-06-16,139.85,81.34
1977-06-17,138.75,80.68
1977-06-20,139.85,81.32
1977-06-21,141.3,82.18
1977-06-22,139.45,81.09
1977-06-23,140.15,81.49
1977-06-24,140.8,81.87
1977-06-27,142.5,82.83
1977-06-28,143,83.11
1977-06-29,142.35,82.7
1977-06-30,143,83.12
1977-07-01,142.55,82.87
1977-07-04,140.5,81.66
1977-07-05,141.25,82.09
1977-07-06,140.55,81.67
1977-07-07,141.45,82.23
1977-07-08,142.05,82.59
1977-07-11,140.9,81.92
1977-07-12,141.8,82.43
1977-07-13,142.8,82.99
1977-07-14,143.85,83.65
1977-07-15,144.6,84.09
1977-07-18,143.55,83.45
1977-07-19,145.5,84.58
1977-07-20,144.9,84.22
1977-07-21,144,83.71
1977-07-22,144.7,84.13
1977-07-25,146.4,85.11
1977-07-26,145.65,84.67
1977-07-27,145.8,83.99
1977-07-28,144.35,82.89
1977-07-29,144.1,82.89
1977-08-01,144.2,82.95
1977-08-02,145.8,83.84
1977-08-03,146,83.91
1977-08-04,146.75,84.36
1977-08-05,145.45,83.6
1977-08-08,145.8,83.88
1977-08-09,146.5,84.28
1977-08-10,145.85,83.87
1977-08-11,145.35,83.59
1977-08-12,144.9,83.32
1977-08-15,144.15,82.9
1977-08-16,143.3,82.32
1977-08-17,143.7,82.52
1977-08-18,143.55,82.48
1977-08-19,144.5,83.03
1977-08-22,144.1,82.79
1977-08-23,143.4,82.41
1977-08-24,144.25,82.86
1977-08-25,144.2,82.79
1977-08-26,145,83.23
1977-08-30,146.15,83.89
1977-08-31,146,83.76
1977-09-01,145.43,83.46
1977-09-02,146.4,84.01
1977-09-05,147.85,84.88
1977-09-06,147.3,84.56
1977-09-07,147.65,84.72
1977-09-08,147.5,84.6
1977-09-09,147.45,84.63
1977-09-12,148.3,85.06
1977-09-13,147.5,84.59
1977-09-14,147.9,84.79
1977-09-15,147.9,84.82
1977-09-16,148.3,85.07
1977-09-19,149.75,85.94
1977-09-20,149.9,86.06
1977-09-21,151.3,86.84
1977-09-22,151.6,86.95
1977-09-23,150.9,86.56
1977-09-26,153,87.72
1977-09-27,152.7,87.57
1977-09-28,153.85,88.19
1977-09-29,153,87.66
1977-09-30,154.05,88.16
1977-10-03,155.45,88.53
1977-10-04,154.85,88.18
1977-10-05,155.05,88.23
1977-10-06,154,87.5
1977-10-07,153.95,87.48
1977-10-10,157.15,89.29
1977-10-11,156.85,89.15
1977-10-12,157.75,89.53
1977-10-13,157.95,89.43
1977-10-14,157.8,89.26
1977-10-17,160.2,90.38
1977-10-18,160.3,90.39
1977-10-19,161.6,91.02
1977-10-20,160.1,90.5
1977-10-21,161.2,91.07
1977-10-24,163.25,92.01
1977-10-25,162.85,91.64
1977-10-26,162.9,91.59
1977-10-27,160.15,90.12
1977-10-28,161.2,90.67
1977-10-31,161.5,87.65
1977-11-01,162.5,87.91
1977-11-02,161.5,87.84
1977-11-03,164.25,91.05
1977-11-04,165.9,91.86
1977-11-07,166.4,92.05
1977-11-08,164.8,91.14
1977-11-09,167.5,92.19
1977-11-10,166.9,91.87
1977-11-11,167.95,92.36
1977-11-14,165.2,90.74
1977-11-15,162.65,89.49
1977-11-16,160.25,88.16
1977-11-17,158.65,87.21
1977-11-18,160.85,88.32
1977-11-21,157.7,86.37
1977-11-22,156.15,86.12
1977-11-23,159.3,87.6
1977-11-24,158.9,87.4
1977-11-25,158,86.91
1977-11-28,161.6,88.83
1977-11-29,159.2,87.69
1977-11-30,160.05,88.09
1977-12-01,160.3,88.2
1977-12-02,158.75,87.19
1977-12-05,159.5,87.04
1977-12-06,159.85,87.66
1977-12-07,160.3,87.91
1977-12-08,160.9,87.9
1977-12-09,158.55,86.59
1977-12-12,158.8,86.71
1977-12-13,157.6,85.63
1977-12-14,160.1,86.7
1977-12-15,158.85,85.98
1977-12-16,160,86.4
1977-12-19,160.1,85.39
1977-12-20,159.5,84.37
1977-12-21,160.3,84.97
1977-12-22,159.4,85.56
1977-12-28,164.8,86.83
1977-12-29,166,86.89
1977-12-30,164.95,86.02
1978-01-03,169.2,86.95
1978-01-04,171.85,82.19
1978-01-05,165.7,88.05
1978-01-06,169.9,88.88
1978-01-09,170.25,88.59
1978-01-10,173.1,90.12
1978-01-11,172.15,89.22
1978-01-12,173.55,89.44
1978-01-13,172.45,89.28
1978-01-16,174.9,90.43
1978-01-17,172.95,89.96
1978-01-18,171.95,89.44
1978-01-19,173.45,89.71
1978-01-20,173.05,89.55
1978-01-23,175.2,90.26
1978-01-24,176.45,90.66
1978-01-25,177.5,90.92
1978-01-26,175.8,90.1
1978-01-27,176.4,90.37
1978-01-30,175.2,89.89
1978-01-31,175.75,90.04
1978-02-01,176.4,90.5
1978-02-02,174.85,89.66
1978-02-03,175.25,90.37
1978-02-06,175.6,90.8
1978-02-07,175.2,90.46
1978-02-08,174.7,90.8
1978-02-09,172.85,89.43
1978-02-10,174.6,90.22
1978-02-13,177,91.17
1978-02-14,177.4,91.35
1978-02-15,178.6,92.33
1978-02-16,179.35,92.54
1978-02-17,179.45,92.31
1978-02-20,182.25,93.19
1978-02-21,181.45,93.32
1978-02-22,181.15,93.11
1978-02-23,183.2,94.02
1978-02-24,180.75,92.91
1978-02-27,180.8,93.57
1978-02-28,182.25,94.18
1978-03-01,182.5,93.98
1978-03-02,184.25,94.93
1978-03-03,183.45,94.59
1978-03-06,184.4,95.2
1978-03-07,186.25,96.23
1978-03-08,190,98.17
1978-03-09,188.3,97.72
1978-03-10,185.9,97.18
1978-03-13,186.5,97.77
1978-03-14,188.05,98.61
1978-03-15,186.35,97.64
1978-03-16,184.25,96.33
1978-03-17,183.2,95.92
1978-03-20,181,94.93
1978-03-21,177.3,93.34
1978-03-22,179.35,94.52
1978-03-23,179.3,95.2
1978-03-28,183.8,97.61
1978-03-29,181.4,96.21
1978-03-30,179.75,96.15
1978-03-31,181.6,97.6
1978-04-03,183.4,97.84
1978-04-04,180.5,96.81
1978-04-05,178.4,95.27
1978-04-06,181,96.49
1978-04-07,179.1,95.44
1978-04-10,178.7,95.26
1978-04-11,179.6,95.77
1978-04-12,180,95.79
1978-04-13,178.6,95.51
1978-04-14,178.5,95.81
1978-04-17,174.3,94.27
1978-04-18,173.5,93.89
1978-04-19,174.65,94.6
1978-04-20,168.55,92.15
1978-04-21,170.9,93.64
1978-04-24,168.5,92.43
1978-04-25,167.65,92.35
1978-04-26,168.9,92.96
1978-04-27,169.9,93.22
1978-04-28,170.85,93.32
1978-05-02,168.9,92.35
1978-05-03,170.45,93.27
1978-05-04,173.3,94.67
1978-05-05,172.8,94.48
1978-05-08,172.2,94.67
1978-05-09,172.7,95.29
1978-05-10,173.95,95.55
1978-05-11,175.35,96.19
1978-05-12,174.7,95.88
1978-05-15,175.25,96.37
1978-05-16,175.8,96.84
1978-05-17,177.5,98.27
1978-05-18,177.9,97.83
1978-05-19,178.8,98.52
1978-05-22,179.2,99.08
1978-05-23,179.75,99.28
1978-05-24,179.4,98.99
1978-05-25,178.6,98.54
1978-05-26,179.45,98.98
1978-05-30,182.3,100.33
1978-05-31,184.15,100.84
1978-06-01,183,100.11
1978-06-02,184.75,101.31
1978-06-05,183.05,100.58
1978-06-06,181.05,99.48
1978-06-07,182.95,100.35
1978-06-08,182.6,100
1978-06-09,181.3,99.27
1978-06-12,180.55,98.34
1978-06-13,182.35,99.21
1978-06-14,183.7,100.19
1978-06-15,182.15,99.41
1978-06-16,184.6,100.85
1978-06-19,184.6,100.65
1978-06-20,186.5,101.5
1978-06-21,186.35,100.89
1978-06-22,185.3,100.24
1978-06-23,185.55,100.54
1978-06-26,185.25,100.16
1978-06-27,184.25,99.76
1978-06-28,185.35,99.92
1978-06-29,184.3,99.23
1978-06-30,183.05,98.49
1978-07-03,183.25,98.19
1978-07-04,184.4,98.69
1978-07-05,184.2,98.4
1978-07-06,182.75,97.83
1978-07-07,183.95,98.27
1978-07-10,186.05,98.13
1978-07-11,185.5,98.34
1978-07-12,186.3,98.91
1978-07-13,186.7,98.72
1978-07-14,186,98.59
1978-07-17,185.05,98.14
1978-07-18,184.85,98.15
1978-07-19,185.7,98.23
1978-07-20,188.4,99.36
1978-07-21,191.75,100.24
1978-07-24,195.2,100.75
1978-07-25,193.3,100.3
1978-07-26,194.3,101.49
1978-07-27,194.05,101.71
1978-07-28,201.3,104.69
1978-07-31,200.25,103.61
1978-08-01,205.1,106.31
1978-08-02,203.25,105.39
1978-08-03,202.2,104.75
1978-08-04,201.55,104.52
1978-08-07,204.05,105.73
1978-08-08,206.95,107.02
1978-08-09,207.95,106.49
1978-08-10,206.5,105.82
1978-08-11,211.15,107.56
1978-08-14,213.5,107.99
1978-08-15,213.2,107.27
1978-08-16,215.75,108.86
1978-08-17,209,107.4
1978-08-18,211.75,108.51
1978-08-21,204.9,106.19
1978-08-22,207.4,107.42
1978-08-23,200.2,104.03
1978-08-24,203,105.03
1978-08-25,198,102.86
1978-08-29,199.7,103.97
1978-08-30,204.8,105.58
1978-08-31,208.7,107.34
1978-09-01,208,106.91
1978-09-04,211.5,108.43
1978-09-05,209.45,107.75
1978-09-06,212,109.17
1978-09-07,210.5,108.8
1978-09-08,205.9,106.26
1978-09-11,205.65,106.38
1978-09-12,208,107.08
1978-09-13,209.7,107.18
1978-09-14,209.25,106.87
1978-09-15,212.15,108.17
1978-09-18,210,107.34
1978-09-19,211.45,107.79
1978-09-20,213.6,107.9
1978-09-21,215.65,108.75
1978-09-22,214.35,108.67
1978-09-25,218.4,110.64
1978-09-26,218.25,110.45
1978-09-27,214.8,109.04
1978-09-28,217.9,110.5
1978-09-29,217.1,109.92
1978-10-02,217.1,110.19
1978-10-03,221.4,112.27
1978-10-04,223.5,112.43
1978-10-05,222.7,112.33
1978-10-06,223.1,112.59
1978-10-09,222.45,112.16
1978-10-10,225.3,113.65
1978-10-11,226.3,113.47
1978-10-12,225.55,113.46
1978-10-13,224.5,113.2
1978-10-16,223.4,112.73
1978-10-17,227.75,114.1
1978-10-18,229,114.64
1978-10-19,225.65,113.39
1978-10-20,227.95,113.89
1978-10-23,226.75,113.06
1978-10-24,225.8,112.47
1978-10-25,230.9,113.74
1978-10-26,233.7,113.45
1978-10-27,234.5,113.33
1978-10-30,242.75,115.82
1978-10-31,242.6,116.16
1978-11-01,227.5,113.18
1978-11-02,221.5,111.56
1978-11-03,215.2,108.8
1978-11-06,210,106.11
1978-11-07,216.35,109.32
1978-11-08,218.8,110.95
1978-11-09,213.7,108.2
1978-11-10,206.25,104.97
1978-11-13,208.1,105.81
1978-11-14,211,107.1
1978-11-15,204.15,103.71
1978-11-16,196.3,100.18
1978-11-17,197.95,101.92
1978-11-20,198.85,103.2
1978-11-21,200.2,102.93
1978-11-22,199,102.14
1978-11-23,202.5,103.95
1978-11-24,202.7,104.49
1978-11-27,198.4,102.47
1978-11-28,196.15,100.79
1978-11-29,195.6,100.1
1978-11-30,193.4,99.45
1978-12-01,194.65,100.57
1978-12-04,199.25,102.69
1978-12-05,196.4,100.63
1978-12-06,196.25,100.44
1978-12-07,198.3,101.63
1978-12-08,202,103.25
1978-12-11,207,104.74
1978-12-12,201.9,102.49
1978-12-13,202.85,102.85
1978-12-14,204,103.18
1978-12-15,205.6,103.87
1978-12-18,212.9,106.08
1978-12-19,216.3,107.45
1978-12-20,216.6,107.36
1978-12-21,212.6,106.22
1978-12-22,215.1,107.15
1978-12-27,220.5,108.49
1978-12-28,220.65,108.8
1978-12-29,226,110.68
1979-01-02,226.8,110.93
1979-01-03,218.6,108.62
1979-01-04,223.15,110.66
1979-01-05,225.5,111.72
1979-01-08,223.1,110.21
1979-01-09,224,110.67
1979-01-10,220.7,109.88
1979-01-11,220.65,110.16
1979-01-12,217.6,109.07
1979-01-15,216.85,108.69
1979-01-16,220.65,110.38
1979-01-17,227.25,113.14
1979-01-18,231.75,115.27
1979-01-19,230.55,114.88
1979-01-22,235,117.5
1979-01-23,230,115.21
1979-01-24,236.1,118.05
1979-01-25,233.85,117.34
1979-01-26,235.45,118.09
1979-01-29,235.2,117.9
1979-01-30,233.5,116.98
1979-01-31,233.7,117.19
1979-02-01,229.35,115.73
1979-02-02,230.3,116.34
1979-02-05,243.1,122.2
1979-02-06,244.5,122.59
1979-02-07,251.6,125.03
1979-02-08,250.5,125.09
1979-02-09,246.75,123.02
1979-02-12,244.25,121.97
1979-02-13,240.6,120.66
1979-02-14,240.65,120.13
1979-02-15,247.75,123.58
1979-02-16,247.05,123.28
1979-02-19,248.1,123.85
1979-02-20,247,123.16
1979-02-21,250.75,124.84
1979-02-22,252.35,125.55
1979-02-23,251,124.88
1979-02-26,248.6,122.97
1979-02-27,247.9,122.6
1979-02-28,251.3,124.22
1979-03-01,248.8,122.97
1979-03-02,248,122.62
1979-03-05,238.15,117.72
1979-03-06,239.75,118.33
1979-03-07,242.25,119.07
1979-03-08,239.2,116.97
1979-03-09,241,118.14
1979-03-12,240,117.56
1979-03-13,239.1,116.9
1979-03-14,239.5,117.37
1979-03-15,240.1,117.85
1979-03-16,244,119.87
1979-03-19,242.25,119.81
1979-03-20,242.1,118.99
1979-03-21,239.9,117.92
1979-03-22,242.85,119.43
1979-03-23,242.5,119.05
1979-03-26,245.25,119.52
1979-03-27,244.35,118.92
1979-03-28,244.4,119.05
1979-03-29,241.5,117.56
1979-03-30,240.1,115.88
1979-04-02,239.7,115.75
1979-04-03,240,116.22
1979-04-04,239.75,116.02
1979-04-05,240.65,116.31
1979-04-06,239.75,114.88
1979-04-09,240.2,114.73
1979-04-10,239.75,113.88
1979-04-11,238.35,113.61
1979-04-12,233.95,112.1
1979-04-17,231.9,111.04
1979-04-18,233.2,112.33
1979-04-19,240.9,115.68
1979-04-20,236.4,114.23
1979-04-23,236.85,114.48
1979-04-24,239.7,115.88
1979-04-25,241.8,117.89
1979-04-26,242.2,118.3
1979-04-27,243.7,118.5
1979-04-30,245.3,118.76
1979-05-01,247.3,120.19
1979-05-02,246.3,118.96
1979-05-03,246.5,118.74
1979-05-04,248.45,119.75
1979-05-08,248.95,120.6
1979-05-09,247.95,120.13
1979-05-10,252.25,122.81
1979-05-11,251.5,122.49
1979-05-14,251,122.64
1979-05-15,255.5,124.14
1979-05-16,256.5,124.62
1979-05-17,256.8,124.63
1979-05-18,256.4,125.17
1979-05-21,262,128.14
1979-05-22,265.4,129.94
1979-05-23,264.15,128.45
1979-05-24,263.75,128.5
1979-05-25,270.6,131.9
1979-05-29,273.8,133.32
1979-05-30,270.25,131.22
1979-05-31,274.6,132.37
1979-06-01,275.1,132.67
1979-06-04,272.9,131.37
1979-06-05,274.75,131.96
1979-06-06,280,134.93
1979-06-07,276.05,133.45
1979-06-08,280,135.14
1979-06-11,282.35,136.57
1979-06-12,277.75,133.9
1979-06-13,276.6,131.26
1979-06-14,279,133.05
1979-06-15,280,133.08
1979-06-18,278,131.75
1979-06-19,280.3,133.16
1979-06-20,281.35,132.09
1979-06-21,282.3,131.61
1979-06-22,283.45,132.08
1979-06-25,283.85,131.26
1979-06-26,281.45,131.21
1979-06-27,281.8,130.66
1979-06-28,275.9,127.32
1979-06-29,277.5,127.94
1979-07-02,282.5,128.91
1979-07-03,281.35,128.18
1979-07-04,283.5,127.27
1979-07-05,288.25,129
1979-07-06,290.25,130.54
1979-07-09,287.85,130.72
1979-07-10,290.5,130.94
1979-07-11,290.3,129.8
1979-07-12,290.75,130.32
1979-07-13,287.45,129.56
1979-07-16,292.8,130.48
1979-07-17,296.3,130.59
1979-07-18,302.15,132.15
1979-07-19,299.15,130.24
1979-07-20,298.75,131.03
1979-07-23,304.9,132.39
1979-07-24,305.25,131.46
1979-07-25,303.35,130.67
1979-07-26,305.2,130.99
1979-07-27,305.8,131.84
1979-07-30,301.4,129.87
1979-07-31,296.45,130.88
1979-08-01,290.1,127.38
1979-08-02,291.5,128.89
1979-08-03,286.5,126.05
1979-08-06,282.7,125.48
1979-08-07,285.1,127.96
1979-08-08,289,130.92
1979-08-09,297.1,132.93
1979-08-10,303.75,134.52
1979-08-13,298.75,133.49
1979-08-14,292,131.09
1979-08-15,301.85,134.69
1979-08-16,297.85,133.36
1979-08-17,300.55,135.2
1979-08-20,298.75,135.05
1979-08-21,300.5,135.7
1979-08-22,311,140.19
1979-08-23,310.05,139.19
1979-08-24,314.75,140.83
1979-08-28,316.75,140.56
1979-08-29,315.2,139.81
1979-08-30,319.15,142.03
1979-08-31,315.1,139.83
1979-09-03,322.9,143.46
1979-09-04,325,145.19
1979-09-05,329,146.78
1979-09-06,335.5,149.31
1979-09-07,329.15,146.32
1979-09-10,336.3,149.68
1979-09-11,339.5,151.37
1979-09-12,337.1,151.75
1979-09-13,332.95,150.56
1979-09-14,345.8,158.33
1979-09-17,351.75,164.41
1979-09-18,375.75,173.72
1979-09-19,369,172.19
1979-09-20,380,175.36
1979-09-21,369,170.16
1979-09-24,380.4,176.6
1979-09-25,376.7,174.56
1979-09-26,373.75,171.76
1979-09-27,395.5,179.24
1979-09-28,397.25,181.06
1979-10-01,414.75,189.47
1979-10-02,426,194.61
1979-10-03,402,183.48
1979-10-04,384,175.53
1979-10-05,385,176.16
1979-10-08,372,173.18
1979-10-09,385.8,180.1
1979-10-10,413,190.45
1979-10-11,401.5,185.32
1979-10-12,395,182.91
1979-10-15,402.9,186.66
1979-10-16,394.25,182.86
1979-10-17,386,179.71
1979-10-18,380.5,176.81
1979-10-19,393,182.49
1979-10-22,392,182.16
1979-10-23,385,180.61
1979-10-24,395,186.63
1979-10-25,391.8,185.38
1979-10-26,375,178.15
1979-10-29,374,178.1
1979-10-30,377.6,182.5
1979-10-31,382,183.37
1979-11-01,378.5,181.82
1979-11-02,372.8,180.49
1979-11-05,381,184.8
1979-11-06,384.3,185.14
1979-11-07,395,188.52
1979-11-08,389.5,185.65
1979-11-09,389.5,186.23
1979-11-12,393.25,186.95
1979-11-13,387.2,183.86
1979-11-14,390,184.97
1979-11-15,386,180.29
1979-11-16,390.35,180.01
1979-11-19,389.85,178.12
1979-11-20,387.75,177.99
1979-11-21,396.15,181.72
1979-11-22,393.15,181.18
1979-11-23,392,181.36
1979-11-26,395.25,182.83
1979-11-27,393.75,181.97
1979-11-28,411.2,189.62
1979-11-29,411.7,188.42
1979-11-30,415.65,189.04
1979-12-03,428.75,193.42
1979-12-04,431.2,196.21
1979-12-05,426.4,195.84
1979-12-06,433.75,197.56
1979-12-07,430.4,197.52
1979-12-10,431.15,198.78
1979-12-11,445.5,203.75
1979-12-12,446.25,203.05
1979-12-13,458.8,208.07
1979-12-14,456.8,208.18
1979-12-17,469.5,213.41
1979-12-18,477.75,217.24
1979-12-19,488.5,221.62
1979-12-20,471.5,214.17
1979-12-21,473.1,215.24
1979-12-28,512,229.39
1980-01-02,559.5,250.84
1980-01-03,634,282.47
1980-01-04,588,262.77
1980-01-07,633.5,280.06
1980-01-08,610,270.27
1980-01-09,607.2,267.73
1980-01-10,602.85,266.78
1980-01-11,623,275.97
1980-01-14,660,290.69
1980-01-15,684,299.21
1980-01-16,760,333.48
1980-01-17,750,329.82
1980-01-18,835,365.35
1980-01-21,850,371.07
1980-01-22,737.5,323.82
1980-01-23,695,305.03
1980-01-24,717,314.34
1980-01-25,668,293.37
1980-01-28,624,275.74
1980-01-29,674.25,298.54
1980-01-30,691,304.81
1980-01-31,653,287.98
1980-02-01,676.5,297.89
1980-02-04,669.75,294.14
1980-02-05,682,297.82
1980-02-06,709,307.06
1980-02-07,699.25,303.03
1980-02-08,692,300.83
1980-02-11,710.5,308.3
1980-02-12,694.5,301.76
1980-02-13,696.75,302.08
1980-02-14,682,294.47
1980-02-15,667,289.37
1980-02-18,661.5,288.24
1980-02-19,652.25,287.08
1980-02-20,606,265.79
1980-02-21,665,290.61
1980-02-22,630,276.68
1980-02-25,616.5,270.79
1980-02-26,642.25,281.81
1980-02-27,636,278.03
1980-02-28,646,282.43
1980-02-29,637,280.15
1980-03-03,633.75,280.92
1980-03-04,631.25,283.39
1980-03-05,643.5,286.38
1980-03-06,626,281.73
1980-03-07,609,273.59
1980-03-10,585,263.4
1980-03-11,570.25,255.74
1980-03-12,585.7,261.77
1980-03-13,556.5,250
1980-03-14,523,236.81
1980-03-17,484,221.56
1980-03-18,481.5,219.01
1980-03-19,527,239.87
1980-03-20,561,254.94
1980-03-21,525,240.13
1980-03-24,558.25,255.76
1980-03-25,547.25,249.09
1980-03-26,507.5,230.32
1980-03-27,485.25,222.85
1980-03-28,490,225.55
1980-03-31,494.5,228.09
1980-04-01,509.5,237.97
1980-04-02,500.5,232.14
1980-04-03,485.75,226.83
1980-04-08,528,245.7
1980-04-09,554,253.26
1980-04-10,526,240.93
1980-04-11,530.5,241.39
1980-04-14,529.75,239.22
1980-04-15,497.5,226.58
1980-04-16,520,236.28
1980-04-17,513,229.63
1980-04-18,515.6,231.28
1980-04-21,506,226.68
1980-04-22,502.4,224.19
1980-04-23,506.5,223.72
1980-04-24,515.7,228.09
1980-04-25,551.5,241.57
1980-04-28,524.25,228.38
1980-04-29,513.75,225.48
1980-04-30,518,229.61
1980-05-01,490,216.62
1980-05-02,512.5,226.47
1980-05-06,512.5,224.04
1980-05-07,510,223.2
1980-05-08,515.75,225.62
1980-05-09,508.25,223.21
1980-05-12,513.25,225.01
1980-05-13,512,224.15
1980-05-14,525,229.31
1980-05-15,517,225.17
