date,adj_close,close
1996-04-29,4.742525101,10.26000023
1996-04-30,4.737901211,10.25
1996-05-01,4.714790821,10.19999981
1996-05-02,4.710169792,10.18999958
1996-05-03,4.691680908,10.14999962
1996-05-06,4.687057495,10.14000034
1996-05-07,4.673190594,10.10999966
1996-05-08,4.673190594,10.10999966
1996-05-09,4.673190594,10.10999966
1996-05-10,4.663944244,10.09000015
1996-05-13,4.650078297,10.06000042
1996-05-14,4.654699326,10.06999969
1996-05-15,4.682433605,10.13000011
1996-05-16,4.677812099,10.11999989
1996-05-17,4.691680908,10.14999962
1996-05-20,4.682433605,10.13000011
1996-05-21,4.687057495,10.14000034
1996-05-22,4.673190594,10.10999966
1996-05-23,4.654699326,10.06999969
1996-05-24,4.645455837,10.05000019
1996-05-28,4.645455837,10.05000019
1996-05-29,4.650078297,10.06000042
1996-05-30,4.668569088,10.10000038
1996-05-31,4.696301937,10.15999985
1996-06-03,4.663944244,10.09000015
1996-06-04,4.668569088,10.10000038
1996-06-05,4.673190594,10.10999966
1996-06-06,4.673190594,10.10999966
1996-06-07,4.640833378,10.03999996
1996-06-10,4.645455837,10.05000019
1996-06-11,4.650078297,10.06000042
1996-06-12,4.668569088,10.10000038
1996-06-13,4.659324169,10.07999992
1996-06-14,4.687057495,10.14000034
1996-06-17,4.687057495,10.14000034
1996-06-18,4.719411373,10.21000004
1996-06-19,4.714790821,10.19999981
1996-06-20,4.705548763,10.18000031
1996-06-21,4.70092535,10.17000008
1996-06-24,4.714790821,10.19999981
1996-06-25,4.705548763,10.18000031
1996-06-26,4.714790821,10.19999981
1996-06-27,4.705548763,10.18000031
1996-06-28,4.719411373,10.21000004
1996-07-01,4.714790821,10.19999981
1996-07-02,4.70092535,10.17000008
1996-07-03,4.691680908,10.14999962
1996-07-05,4.677812099,10.11999989
1996-07-08,4.631587982,10.02000046
1996-07-09,4.654699326,10.06999969
1996-07-10,4.640833378,10.03999996
1996-07-11,4.636209965,10.02999973
1996-07-12,4.594609737,9.93999958
1996-07-15,4.576117992,9.899999619
1996-07-16,4.548388958,9.840000153
1996-07-17,4.566876888,9.880000114
1996-07-18,4.589986324,9.930000305
1996-07-19,4.608477592,9.970000267
1996-07-22,4.562252045,9.869999886
1996-07-23,4.566876888,9.880000114
1996-07-24,4.492919922,9.720000267
1996-07-25,4.52527523,9.789999962
1996-07-26,4.52527523,9.789999962
1996-07-29,4.520652771,9.779999733
1996-07-30,4.516028881,9.770000458
1996-07-31,4.557629585,9.859999657
1996-08-01,4.589986324,9.930000305
1996-08-02,4.613099098,9.979999542
1996-08-05,4.636209965,10.02999973
1996-08-06,4.599230766,9.949999809
1996-08-07,4.580742836,9.909999847
1996-08-08,4.589986324,9.930000305
1996-08-09,4.576117992,9.899999619
1996-08-12,4.589986324,9.930000305
1996-08-13,4.60385561,9.960000038
1996-08-14,4.599230766,9.949999809
1996-08-15,4.599230766,9.949999809
1996-08-16,4.599230766,9.949999809
1996-08-19,4.608477592,9.970000267
1996-08-20,4.62234354,10
1996-08-21,4.645455837,10.05000019
1996-08-22,4.654699326,10.06999969
1996-08-23,4.659324169,10.07999992
1996-08-26,4.650078297,10.06000042
1996-08-27,4.654699326,10.06999969
1996-08-28,4.640833378,10.03999996
1996-08-29,4.608477592,9.970000267
1996-08-30,4.585363865,9.920000076
1996-09-03,4.543766499,9.829999924
1996-09-04,4.566876888,9.880000114
1996-09-05,4.576117992,9.899999619
1996-09-06,4.562252045,9.869999886
1996-09-09,4.576117992,9.899999619
1996-09-10,4.576117992,9.899999619
1996-09-11,4.562252045,9.869999886
1996-09-12,4.57149744,9.890000343
1996-09-13,4.608477592,9.970000267
1996-09-16,4.631587982,10.02000046
1996-09-17,4.659324169,10.07999992
1996-09-18,4.663944244,10.09000015
1996-09-19,4.668569088,10.10000038
1996-09-20,4.654699326,10.06999969
1996-09-23,4.636209965,10.02999973
1996-09-24,4.640833378,10.03999996
1996-09-25,4.677812099,10.11999989
1996-09-26,4.677812099,10.11999989
1996-09-27,4.687057495,10.14000034
1996-09-30,4.70092535,10.17000008
1996-10-01,4.710169792,10.18999958
1996-10-02,4.724036694,10.22000027
1996-10-03,4.705548763,10.18000031
1996-10-04,4.70092535,10.17000008
1996-10-07,4.705548763,10.18000031
1996-10-08,4.70092535,10.17000008
1996-10-09,4.682433605,10.13000011
1996-10-10,4.673190594,10.10999966
1996-10-11,4.677812099,10.11999989
1996-10-14,4.696301937,10.15999985
1996-10-15,4.724036694,10.22000027
1996-10-16,4.714790821,10.19999981
1996-10-17,4.714790821,10.19999981
1996-10-18,4.742525101,10.26000023
1996-10-21,4.728658676,10.22999954
1996-10-22,4.710169792,10.18999958
1996-10-23,4.691680908,10.14999962
1996-10-24,4.682433605,10.13000011
1996-10-25,4.663944244,10.09000015
1996-10-28,4.659324169,10.07999992
1996-10-29,4.654699326,10.06999969
1996-10-30,4.654699326,10.06999969
1996-10-31,4.645455837,10.05000019
1996-11-01,4.654699326,10.06999969
1996-11-04,4.659324169,10.07999992
1996-11-05,4.663944244,10.09000015
1996-11-06,4.705548763,10.18000031
1996-11-07,4.719411373,10.21000004
1996-11-08,4.747148991,10.27000046
1996-11-11,4.751770496,10.27999973
1996-11-12,4.770260811,10.31999969
1996-11-13,4.761013985,10.30000019
1996-11-14,4.784124374,10.35000038
1996-11-15,4.807235718,10.39999962
1996-11-18,4.802613735,10.39000034
1996-11-19,4.816483021,10.42000008
1996-11-20,4.839596748,10.47000027
1996-11-21,4.839596748,10.47000027
1996-11-22,4.853461266,10.5
1996-11-25,4.84883976,10.48999977
1996-11-26,4.853461266,10.5
1996-11-27,4.834972382,10.46000004
1996-11-29,4.821106434,10.43000031
1996-12-02,4.793371201,10.36999989
1996-12-03,4.774880409,10.32999992
1996-12-04,4.765636921,10.31000042
1996-12-05,4.802613735,10.39000034
1996-12-06,4.710169792,10.18999958
1996-12-09,4.733279705,10.23999977
1996-12-10,4.765636921,10.31000042
1996-12-11,4.728658676,10.22999954
1996-12-12,4.696301937,10.15999985
1996-12-13,4.659324169,10.07999992
1996-12-16,4.691680908,10.14999962
1996-12-17,4.691680908,10.14999962
1996-12-18,4.687057495,10.14000034
1996-12-19,4.668569088,10.10000038
1996-12-20,4.710169792,10.18999958
1996-12-23,4.719411373,10.21000004
1996-12-24,4.687057495,10.14000034
1996-12-26,4.70092535,10.17000008
1996-12-27,4.72208786,10.03999996
1996-12-30,4.740901947,10.07999992
1996-12-31,4.769122601,10.14000034
1997-01-02,4.72208786,10.03999996
1997-01-03,4.726790905,10.05000019
1997-01-06,4.755012512,10.10999966
1997-01-07,4.740901947,10.07999992
1997-01-08,4.73149538,10.06000042
1997-01-09,4.689165115,9.970000267
1997-01-10,4.628024101,9.840000153
1997-01-13,4.679757595,9.949999809
1997-01-14,4.70327425,10
1997-01-15,4.72208786,10.03999996
1997-01-16,4.745604992,10.09000015
1997-01-17,4.73149538,10.06000042
1997-01-20,4.68446064,9.960000038
1997-01-21,4.660944462,9.909999847
1997-01-22,4.68446064,9.960000038
1997-01-23,4.679757595,9.949999809
1997-01-24,4.646839142,9.880000114
1997-01-27,4.6045084,9.789999962
1997-01-28,4.595099449,9.770000458
1997-01-29,4.599803448,9.779999733
1997-01-30,4.599803448,9.779999733
1997-01-31,4.656239986,9.899999619
1997-02-03,4.646839142,9.880000114
1997-02-04,4.660944462,9.909999847
1997-02-05,4.656239986,9.899999619
1997-02-06,4.651539326,9.890000343
1997-02-07,4.642131805,9.869999886
1997-02-10,4.69857502,9.989999771
1997-02-11,4.68446064,9.960000038
1997-02-12,4.69857502,9.989999771
1997-02-13,4.707979202,10.01000023
1997-02-14,4.72208786,10.03999996
1997-02-18,4.70327425,10
1997-02-19,4.70327425,10
1997-02-20,4.745604992,10.09000015
1997-02-21,4.759715557,10.11999989
1997-02-24,4.783232212,10.17000008
1997-02-25,4.806747913,10.22000027
1997-02-26,4.773826122,10.14999962
1997-02-27,4.773826122,10.14999962
1997-02-28,4.740901947,10.07999992
1997-03-03,4.712681293,10.02000046
1997-03-04,4.726790905,10.05000019
1997-03-05,4.72208786,10.03999996
1997-03-06,4.72208786,10.03999996
1997-03-07,4.726790905,10.05000019
1997-03-10,4.764418602,10.13000011
1997-03-11,4.77852869,10.15999985
1997-03-12,4.736197472,10.06999969
1997-03-13,4.69857502,9.989999771
1997-03-14,4.70327425,10
1997-03-17,4.675055981,9.93999958
1997-03-18,4.68446064,9.960000038
1997-03-19,4.69857502,9.989999771
1997-03-20,4.63742733,9.859999657
1997-03-21,4.675055981,9.93999958
1997-03-24,4.651539326,9.890000343
1997-03-25,4.693869114,9.979999542
1997-03-26,4.726790905,10.05000019
1997-03-27,4.745604992,10.09000015
1997-03-31,4.736197472,10.06999969
1997-04-01,4.656239986,9.899999619
1997-04-02,4.66564846,9.920000076
1997-04-03,4.642131805,9.869999886
1997-04-04,4.628024101,9.840000153
1997-04-07,4.609209061,9.800000191
1997-04-08,4.623321533,9.829999924
1997-04-09,4.613913059,9.81000042
1997-04-10,4.599803448,9.779999733
1997-04-11,4.585692883,9.75
1997-04-14,4.548067093,9.670000076
1997-04-15,4.585692883,9.75
1997-04-16,4.618616581,9.819999695
1997-04-17,4.632723808,9.850000381
1997-04-18,4.656239986,9.899999619
1997-04-21,4.69857502,9.989999771
1997-04-22,4.689165115,9.970000267
1997-04-23,4.717385769,10.02999973
1997-04-24,4.717385769,10.02999973
1997-04-25,4.689165115,9.970000267
1997-04-28,4.675055981,9.93999958
1997-04-29,4.70327425,10
1997-04-30,4.745604992,10.09000015
1997-05-01,4.77852869,10.15999985
1997-05-02,4.797341347,10.19999981
1997-05-05,4.820855618,10.25
1997-05-06,4.914922714,10.44999981
1997-05-07,4.91962719,10.46000004
1997-05-08,4.933736324,10.48999977
1997-05-09,4.976067066,10.57999992
1997-05-12,5.041910172,10.72000027
1997-05-13,5.060724258,10.76000023
1997-05-14,5.07483387,10.78999996
1997-05-15,5.08424139,10.81000042
1997-05-16,5.121866226,10.89000034
1997-05-19,5.098350048,10.84000015
1997-05-20,5.131274223,10.90999985
1997-05-21,5.131274223,10.90999985
1997-05-22,5.093647957,10.82999992
1997-05-23,5.126570702,10.89999962
1997-05-27,5.11246109,10.86999989
1997-05-28,5.131274223,10.90999985
1997-05-29,5.121866226,10.89000034
1997-05-30,5.05602026,10.75
1997-06-02,5.093647957,10.82999992
1997-06-03,5.107758045,10.85999966
1997-06-04,5.117163658,10.88000011
1997-06-05,5.135977268,10.92000008
1997-06-06,5.154790401,10.96000004
1997-06-09,5.211230755,11.07999992
1997-06-10,5.211230755,11.07999992
1997-06-11,5.234745026,11.13000011
1997-06-12,5.230041027,11.11999989
1997-06-13,5.234745026,11.13000011
1997-06-16,5.277075291,11.22000027
1997-06-17,5.244152069,11.14999962
1997-06-18,5.248853683,11.15999985
1997-06-19,5.272371292,11.21000004
1997-06-20,5.277075291,11.22000027
1997-06-23,5.281778812,11.22999954
1997-06-24,5.291185379,11.25
1997-06-25,5.371141434,11.42000008
1997-06-26,5.380548477,11.43999958
1997-06-27,5.342920303,11.35999966
1997-06-30,5.328811646,11.32999992
1997-07-01,5.347623825,11.36999989
1997-07-02,5.361733913,11.39999962
1997-07-03,5.427578926,11.53999996
1997-07-07,5.432282925,11.55000019
1997-07-08,5.422877789,11.52999973
1997-07-09,5.418173313,11.52000046
1997-07-10,5.413468838,11.51000023
1997-07-11,5.413468838,11.51000023
1997-07-14,5.427578926,11.53999996
1997-07-15,5.380548477,11.43999958
1997-07-16,5.44168663,11.56999969
1997-07-17,5.446391582,11.57999992
1997-07-18,5.389953613,11.46000004
1997-07-21,5.347623825,11.36999989
1997-07-22,5.380548477,11.43999958
1997-07-23,5.427578926,11.53999996
1997-07-24,5.408766747,11.5
1997-07-25,5.399358749,11.47999954
1997-07-28,5.389953613,11.46000004
1997-07-29,5.394655704,11.47000027
1997-07-30,5.404063225,11.48999977
1997-07-31,5.413468838,11.51000023
1997-08-01,5.352327347,11.38000011
1997-08-04,5.291185379,11.25
1997-08-05,5.258261681,11.18000031
1997-08-06,5.319405079,11.31000042
1997-08-07,5.33351326,11.34000015
1997-08-08,5.352327347,11.38000011
1997-08-11,5.281778812,11.22999954
1997-08-12,5.291185379,11.25
1997-08-13,5.277075291,11.22000027
1997-08-14,5.234745026,11.13000011
1997-08-15,5.225338936,11.10999966
1997-08-18,5.164197922,10.97999954
1997-08-19,5.173601627,11
1997-08-20,5.211230755,11.07999992
1997-08-21,5.220634937,11.10000038
1997-08-22,5.150085926,10.94999981
1997-08-25,5.131274223,10.90999985
1997-08-26,5.126570702,10.89999962
1997-08-27,5.093647957,10.82999992
1997-08-28,5.032504559,10.69999981
1997-08-29,4.947846413,10.52000046
1997-09-02,4.947846413,10.52000046
1997-09-03,5.027801037,10.68999958
1997-09-04,5.018395901,10.67000008
1997-09-05,5.079539299,10.80000019
1997-09-08,5.088943005,10.81999969
1997-09-09,5.117163658,10.88000011
1997-09-10,5.070131779,10.77999973
1997-09-11,4.985471249,10.60000038
1997-09-12,4.985471249,10.60000038
1997-09-15,5.018395901,10.67000008
1997-09-16,5.027801037,10.68999958
1997-09-17,5.05602026,10.75
1997-09-18,5.070131779,10.77999973
1997-09-19,5.079539299,10.80000019
1997-09-22,5.088943005,10.81999969
1997-09-23,5.098350048,10.84000015
1997-09-24,5.183012962,11.02000046
1997-09-25,5.18771553,11.02999973
1997-09-26,5.183012962,11.02000046
1997-09-29,5.192414761,11.03999996
1997-09-30,5.220634937,11.10000038
1997-10-01,5.234745026,11.13000011
1997-10-02,5.234745026,11.13000011
1997-10-03,5.253558636,11.17000008
1997-10-06,5.253558636,11.17000008
1997-10-07,5.248853683,11.15999985
1997-10-08,5.253558636,11.17000008
1997-10-09,5.197119713,11.05000019
1997-10-10,5.192414761,11.03999996
1997-10-13,5.201824188,11.06000042
1997-10-14,5.18771553,11.02999973
1997-10-15,5.178305626,11.01000023
1997-10-16,5.215932369,11.09000015
1997-10-17,5.145382881,10.93999958
1997-10-20,5.088943005,10.81999969
1997-10-21,5.107758045,10.85999966
1997-10-22,5.079539299,10.80000019
1997-10-23,4.910218239,10.43999958
1997-10-24,4.900814056,10.42000008
1997-10-27,4.773826122,10.14999962
1997-10-28,4.595099449,9.770000458
1997-10-29,4.787936211,10.18000031
1997-10-30,4.70327425,10
1997-10-31,4.745604992,10.09000015
1997-11-03,4.825561047,10.26000023
1997-11-04,4.830265045,10.27000046
1997-11-05,4.825561047,10.26000023
1997-11-06,4.797341347,10.19999981
1997-11-07,4.675055981,9.93999958
1997-11-10,4.656239986,9.899999619
1997-11-11,4.660944462,9.909999847
1997-11-12,4.557474613,9.68999958
1997-11-13,4.557474613,9.68999958
1997-11-14,4.538660526,9.649999619
1997-11-17,4.69857502,9.989999771
1997-11-18,4.726790905,10.05000019
1997-11-19,4.63742733,9.859999657
1997-11-20,4.693869114,9.979999542
1997-11-21,4.77852869,10.15999985
1997-11-24,4.726790905,10.05000019
1997-11-25,4.628024101,9.840000153
1997-11-26,4.646839142,9.880000114
1997-11-28,4.689165115,9.970000267
1997-12-01,4.745604992,10.09000015
1997-12-02,4.77852869,10.15999985
1997-12-03,4.764418602,10.13000011
1997-12-04,4.77852869,10.15999985
1997-12-05,4.77852869,10.15999985
1997-12-08,4.787936211,10.18000031
