date,preregistered_top5_monthly,recommended_top12_quarterly,benchmark_gbp
2025-03-24,1640.4397382591599,1378.580640409569,1389.4875825782972
2025-03-25,1650.281486468598,1377.8272713529616,1393.998358414549
2025-03-26,1651.7668355225896,1373.6829121390003,1382.4972518801367
2025-03-27,1663.7287285370949,1368.530941775238,1384.4147691167107
2025-03-28,1656.0675545895874,1341.0635427753348,1351.7128849155367
2025-03-31,1649.081965692682,1334.370551479191,1341.9248221854832
2025-04-01,1660.5796823186931,1353.6512474599301,1358.577733844374
2025-04-02,1660.2364858312485,1346.299764239506,1351.569809886238
2025-04-03,1624.2988546613287,1315.9292444773014,1304.524922764128
2025-04-04,1525.5870450216514,1252.0311459248755,1236.4770333527233
2025-04-07,1486.1283243268613,1225.280080048079,1224.4966142231908
2025-04-08,1507.928557107296,1253.203881107232,1261.5053997498255
2025-04-09,1470.1250547962848,1229.382575133696,1216.1152076641476
2025-04-10,1524.950924269864,1275.9062563255775,1262.966923944173
2025-04-11,1517.9508439276271,1280.2803908846631,1266.9096898150187
2025-04-14,1548.9510284547218,1299.977821657639,1288.1199651195861
2025-04-15,1543.4295787407332,1299.9320030090735,1287.4923311569548
2025-04-16,1539.4618253591455,1308.4311082972947,1278.3375483318857
2025-04-17,1534.448298954898,1300.5266864158066,1267.2248342441533
2025-04-22,1504.1967856101212,1291.8739652226468,1264.605451710721
2025-04-23,1541.3182109482943,1299.592396171169,1292.0868823171909
2025-04-24,1530.7154982763443,1299.900259164821,1295.0331950380703
2025-04-25,1543.4952821206773,1301.5492843719508,1302.3490206284414
2025-04-28,1548.655419846586,1303.9968149015576,1295.997238291542
2025-04-29,1570.2664557153043,1315.0019957792888,1305.8419935544712
2025-04-30,1570.657172448173,1318.765697095355,1311.6281732478317
2025-05-01,1595.0738966141646,1328.9327744738769,1339.958201525367
2025-05-02,1615.7950262966078,1343.4834086491367,1348.5397352989603
2025-05-06,1643.8395794106923,1356.5472053008627,1337.3096223854377
