date,close,ret,pos_streak_prior,neg_streak_prior,next_ret,next_sign
2024-05-31,180.80999755859375,-0.05540316119169619,0,2,-0.05540316119169619,-1
2024-06-03,189.0800018310547,0.04573864489866453,0,3,0.04573864489866453,1
2024-06-04,189.10499572753906,0.000132186885140273,1,0,0.000132186885140273,1
2024-06-05,200.13999938964844,0.058353845278675376,2,0,0.058353845278675376,1
2024-06-06,203.56500244140625,0.01711303618568394,3,0,0.01711303618568394,1
2024-06-07,203.4250030517578,-0.0006877380098219144,4,0,-0.0006877380098219144,-1
2024-06-10,204.08999633789062,0.0032689850124452136,0,1,0.0032689850124452136,1
2024-06-11,204.9949951171875,0.004434312291321518,1,0,0.004434312291321518,1
2024-06-12,218.48500061035156,0.06580651144898608,2,0,0.06580651144898608,1
2024-06-13,220.0800018310547,0.007300277896640006,3,0,0.007300277896640006,1
2024-06-14,221.27000427246094,0.005407135730213897,4,0,0.005407135730213897,1
2024-06-17,225.9600067138672,0.021195834730636243,5,0,0.021195834730636243,1
2024-06-18,230.38999938964844,0.019605206869156122,6,0,0.019605206869156122,1
2024-06-19,233.38999938964844,0.013021398532695239,7,0,0.013021398532695239,1
2024-06-20,231.89999389648438,-0.006384187399034458,8,0,-0.006384187399034458,-1
2024-06-21,225.16000366210938,-0.02906421048628227,0,1,-0.02906421048628227,-1
2024-06-24,222.2100067138672,-0.013101780512799976,0,2,-0.013101780512799976,-1
2024-06-25,222.85499572753906,0.0029026101173850183,0,3,0.0029026101173850183,1
2024-06-26,223.84500122070312,0.00444237514143242,1,0,0.00444237514143242,1
2024-06-27,225.07000732421875,0.005472564036879346,2,0,0.005472564036879346,1
2024-06-28,228.94500732421875,0.017216865303682827,3,0,0.017216865303682827,1
2024-07-01,223.82000732421875,-0.022385288327088415,4,0,-0.022385288327088415,-1
2024-07-02,229.74000549316406,0.026449816706376028,0,1,0.026449816706376028,1
2024-07-03,237.46499633789062,0.033624926699831637,1,0,0.033624926699831637,1
2024-07-04,238.6649932861328,0.005053363513562559,2,0,0.005053363513562559,1
2024-07-05,244.86500549316406,0.025977886918665538,3,0,0.025977886918665538,1
2024-07-08,248.52999877929688,0.014967403279008584,4,0,0.014967403279008584,1
2024-07-09,249.47999572753906,0.0038224638993613613,5,0,0.0038224638993613613,1
2024-07-10,252.05999755859375,0.010341517858098559,6,0,0.010341517858098559,1
2024-07-11,243.6699981689453,-0.03328572352182979,7,0,-0.03328572352182979,-1
2024-07-12,247.81500244140625,0.017010728869407465,0,1,0.017010728869407465,1
2024-07-15,249.94000244140625,0.008574944934992113,1,0,0.008574944934992113,1
2024-07-16,244.27999877929688,-0.022645449335131018,2,0,-0.022645449335131018,-1
2024-07-17,229.10000610351562,-0.06214177481430283,0,1,-0.06214177481430283,-1
2024-07-18,218.25,-0.047359257156078804,0,2,-0.047359257156078804,-1
2024-07-19,215.97500610351562,-0.010423797922036071,0,3,-0.010423797922036071,-1
2024-07-22,218.9949951171875,0.013983048632138617,0,4,0.013983048632138617,1
2024-07-23,226.47000122070312,0.03413322801973462,1,0,0.03413322801973462,1
2024-07-24,204.14500427246094,-0.09857816411845943,2,0,-0.09857816411845943,-1
2024-07-25,197.77000427246094,-0.03122780311337736,0,1,-0.03122780311337736,-1
2024-07-26,194.8300018310547,-0.014865765171122258,0,2,-0.014865765171122258,-1
2024-07-29,197.2899932861328,0.012626348262375409,0,3,0.012626348262375409,1
2024-07-30,192.15499877929688,-0.026027648038836837,1,0,-0.026027648038836837,-1
2024-07-31,206.41000366210938,0.07418492869490922,0,1,0.07418492869490922,1
2024-08-01,198.35000610351562,-0.03904848319167642,1,0,-0.03904848319167642,-1
2024-08-02,175.08999633789062,-0.11726750214207693,0,1,-0.11726750214207693,-1
2024-08-05,164.65499877929688,-0.059597908371967656,0,2,-0.059597908371967656,-1
2024-08-06,168.5399932861328,0.02359475591775606,0,3,0.02359475591775606,1
2024-08-07,174.3300018310547,0.03435391465272031,1,0,0.03435391465272031,1
2024-08-08,172.22000122070312,-0.01210348527613958,2,0,-0.01210348527613958,-1
2024-08-09,175.17999267578125,0.017187268807905998,0,1,0.017187268807905998,1
2024-08-12,178.1199951171875,0.01678275239369098,1,0,0.01678275239369098,1
2024-08-13,188.13999938964844,0.05625423617302849,2,0,0.05625423617302849,1
2024-08-14,192.2949981689453,0.022084611421155698,3,0,0.022084611421155698,1
2024-08-15,204.23500061035156,0.06209211136587167,4,0,0.06209211136587167,1
2024-08-16,205.02000427246094,0.0038436294453125797,5,0,0.0038436294453125797,1
2024-08-19,208.98500061035156,0.0193395583614433,6,0,0.0193395583614433,1
2024-08-20,213.08999633789062,0.019642537577099883,7,0,0.019642537577099883,1
2024-08-21,215.64999389648438,0.012013691879436905,8,0,0.012013691879436905,1
2024-08-22,213.875,-0.008230901677355962,9,0,-0.008230901677355962,-1
2024-08-23,212.3350067138672,-0.00720043617128141,0,1,-0.00720043617128141,-1
2024-08-27,207.3699951171875,-0.0233829158626222,0,2,-0.0233829158626222,-1
2024-08-28,199.88999938964844,-0.03607077158540717,0,3,-0.03607077158540717,-1
2024-08-29,207.6750030517578,0.03894643897083583,0,4,0.03894643897083583,1
2024-08-30,202.5399932861328,-0.02472618124553594,1,0,-0.02472618124553594,-1
2024-09-02,208.10000610351562,0.027451431824272232,0,1,0.027451431824272232,1
2024-09-03,193.85000610351562,-0.06847669188876238,1,0,-0.06847669188876238,-1
2024-09-04,188.0749969482422,-0.02979112186454924,0,1,-0.02979112186454924,-1
2024-09-05,183.77000427246094,-0.022889766027570202,0,2,-0.022889766027570202,-1
2024-09-06,173.5,-0.05588509568315858,0,3,-0.05588509568315858,-1
2024-09-09,175.2899932861328,0.010316964185203448,0,4,0.010316964185203448,1
2024-09-10,180.5449981689453,0.029978921125489055,1,0,0.029978921125489055,1
2024-09-11,178.14500427246094,-0.013293051155250368,2,0,-0.013293051155250368,-1
2024-09-12,195.72999572753906,0.09871167326243424,0,1,0.09871167326243424,1
2024-09-13,202.72999572753906,0.035763552612263716,1,0,0.035763552612263716,1
2024-09-16,198.64999389648438,-0.02012529925042783,2,0,-0.02012529925042783,-1
2024-09-17,202.9600067138672,0.021696516233616014,0,1,0.021696516233616014,1
2024-09-18,199.84500122070312,-0.015347878351007371,1,0,-0.015347878351007371,-1
2024-09-19,214.23500061035156,0.07200580100453213,0,1,0.07200580100453213,1
2024-09-20,207.09500122070312,-0.03332788465613323,1,0,-0.03332788465613323,-1
2024-09-23,213.125,0.029117065809187048,0,1,0.029117065809187048,1
2024-09-24,214.3300018310547,0.005653967535740545,1,0,0.005653967535740545,1
2024-09-25,216.6300048828125,0.010731129716365029,2,0,0.010731129716365029,1
2024-09-26,218.3300018310547,0.007847467617248194,3,0,0.007847467617248194,1
2024-09-27,218.64500427246094,0.0014427812887116698,4,0,0.0014427812887116698,1
2024-09-30,217.3350067138672,-0.005991436040136189,5,0,-0.005991436040136189,-1
2024-10-01,206.72500610351562,-0.04881864532905267,0,1,-0.04881864532905267,-1
2024-10-02,211.77499389648438,0.02442852893394054,0,2,0.02442852893394054,1
2024-10-03,209.98500061035156,-0.008452335439602332,1,0,-0.008452335439602332,-1
2024-10-04,212.03500366210938,0.009762616595467177,0,1,0.009762616595467177,1
2024-10-07,215.14500427246094,0.014667392442936134,1,0,0.014667392442936134,1
2024-10-08,217.1699981689453,0.009412228293806502,2,0,0.009412228293806502,1
2024-10-09,222.3300018310547,0.023760204934455187,3,0,0.023760204934455187,1
2024-10-10,223.7550048828125,0.006409405118615652,4,0,0.006409405118615652,1
2024-10-11,223.63499450683594,-0.0005363472251243007,5,0,-0.0005363472251243007,-1
2024-10-14,227.46499633789062,0.01712612929609114,0,1,0.01712612929609114,1
2024-10-15,223.5800018310547,-0.017079526825590885,1,0,-0.017079526825590885,-1
2024-10-16,219.5749969482422,-0.01791307294933664,0,1,-0.01791307294933664,-1
2024-10-17,224.1699981689453,0.020926796240767986,0,2,0.020926796240767986,1
2024-10-18,226.10499572753906,0.008631831085333053,1,0,0.008631831085333053,1
2024-10-21,221.1199951171875,-0.022047282035106308,2,0,-0.022047282035106308,-1
2024-10-22,224.92999267578125,0.017230452436354904,0,1,0.017230452436354904,1
2024-10-23,219.7050018310547,-0.023229409215595243,1,0,-0.023229409215595243,-1
2024-10-24,220.5,0.0036184800633562997,0,1,0.0036184800633562997,1
2024-10-25,229.8249969482422,0.0422902355929351,1,0,0.0422902355929351,1
2024-10-28,227.36000061035156,-0.01072553625855488,2,0,-0.01072553625855488,-1
2024-10-29,229.16000366210938,0.00791697328873009,0,1,0.00791697328873009,1
2024-10-30,230.3350067138672,0.005127435123846169,1,0,0.005127435123846169,1
2024-10-31,211.6699981689453,-0.08103418065369639,2,0,-0.08103418065369639,-1
2024-11-01,216.0,0.02045637959328883,0,1,0.02045637959328883,1
2024-11-04,214.64999389648438,-0.006250028257016815,1,0,-0.006250028257016815,-1
2024-11-05,218.3800048828125,0.01737717722986254,0,1,0.01737717722986254,1
2024-11-06,233.76499938964844,0.07045056398406002,1,0,0.07045056398406002,1
2024-11-07,246.41000366210938,0.05409280390767046,2,0,0.05409280390767046,1
2024-11-08,248.63999938964844,0.00904993991476477,3,0,0.00904993991476477,1
2024-11-11,248.44000244140625,-0.0008043635325496457,4,0,-0.0008043635325496457,-1
2024-11-12,247.27000427246094,-0.0047093791557228926,0,1,-0.0047093791557228926,-1
2024-11-13,246.4149932861328,-0.003457803096027834,0,2,-0.003457803096027834,-1
2024-11-14,244.80999755859375,-0.006513385026354124,0,3,-0.006513385026354124,-1
2024-11-15,226.5,-0.07479268715000642,0,4,-0.07479268715000642,-1
2024-11-18,230.5800018310547,0.018013253117239225,0,5,0.018013253117239225,1
2024-11-19,229.77499389648438,-0.0034912304977781083,1,0,-0.0034912304977781083,-1
2024-11-20,225.80499267578125,-0.01727777750476911,0,1,-0.01727777750476911,-1
2024-11-21,233.35499572753906,0.0334359438305174,0,2,0.0334359438305174,1
2024-11-22,233.2449951171875,-0.0004713874241629723,1,0,-0.0004713874241629723,-1
2024-11-25,238.625,0.023065896355501492,0,1,0.023065896355501492,1
2024-11-26,239.0500030517578,0.001781049981174787,1,0,0.001781049981174787,1
2024-11-27,230.93499755859375,-0.033946895584883285,2,0,-0.033946895584883285,-1
2024-11-28,236.75,0.025180256361666542,0,1,0.025180256361666542,1
