Date,r_ftse250,r_ftse100,beta,w_2mcl,w_3uks,r_under,r_letf
1998-04-24,-0.0007315854913449993,-0.005798510494267495,0.1875422316560412,0.8888666439642227,0.11113335603577743,0.0003558801070309011,0.0006326599127803706
1998-04-27,-0.006481760968781836,-0.024130698401492734,0.18691741109915724,0.8891958729755679,0.11080412702443215,-0.001971313295560242,-0.003505767293508065
1998-04-28,0.0007009170279923538,0.014714140351850258,0.21071523609237516,0.8768262352221214,0.12317376477787853,-0.0023995765301441175,-0.004208023310107256
1998-04-29,0.0001796009298908885,0.004563772182399228,0.19566172894989672,0.8846103998165555,0.11538960018344444,-0.000713354625850788,-0.0012620818415697097
1998-04-30,0.00752391012201814,0.016337762611992934,0.21576672926941157,0.8742447177762405,0.12575528222375948,0.003998764519648347,0.006991797517867223
1998-05-01,0.0075212441686556275,0.013814841052030236,0.22100438421890878,0.871584066696487,0.12841593330351295,0.004468103728869584,0.007788656036859779
1998-05-05,0.005183054075269755,-0.00395983652411791,0.23076458380382295,0.8666689935978148,0.1333310064021852,0.006096844102689002,0.010567891485200499
1998-05-06,0.004065272592127966,0.00098553450993899,0.22570623857586722,0.8692093512032902,0.13079064879670974,0.0038428313049029264,0.006680449810636732
1998-05-07,-0.0004731845405159252,-0.009078149527783186,0.22571555481303054,0.8692046587958783,0.13079534120412173,0.0015758950168233078,0.0027395505807920563
1998-05-08,0.006733635125219184,0.005355305605843741,0.22776455485830258,0.8681738468254536,0.1318261531745464,0.005513886327774012,0.009574023808283675
1998-05-11,0.005451882767255389,0.009799323581012764,0.23131045990937124,0.8663957359089256,0.13360426409107448,0.00318519672293058,0.0055192817175562766
1998-05-12,0.001264689399947061,-0.011877247597958829,0.2328574667239242,0.8656222619600931,0.1343777380399069,0.004030395187260567,0.00697759959717913
1998-05-13,0.0015917273769168183,0.0027195773666766065,0.22434826770743216,0.8698938770613263,0.13010612293867369,0.0009815949058065816,0.0017077667966314692
1998-05-14,0.0011574211725076111,-0.004085101498884192,0.22598223105170198,0.869070360640965,0.130929639359035,0.0020805815232981125,0.003616343469591238
1998-05-15,0.00037954775936666074,-0.005160997783054566,0.2304352246932005,0.8668339493990272,0.1331660506009728,0.0015688234431459492,0.0027198188422639666
1998-05-18,-0.0009141061895954206,-0.015478659704311726,0.24105722008341904,0.86154549241531,0.13845450758469,0.002817136489343201,0.004854182487824651
1998-05-19,0.00046615370090630215,0.008856477231337534,0.239943624598766,0.8620968971600459,0.13790310283995402,-0.0016589015471572695,-0.0028602677529965636
1998-05-20,0.005228431057827443,0.005035914566645205,0.23233143922610075,0.8658851106865023,0.13411488931349774,0.004058429778739077,0.007028267836353767
1998-05-21,0.004978113466655332,0.004773706838657077,0.23535057103527823,0.8643786592959875,0.13562134070401258,0.003854618836222376,0.006663700523501913
1998-05-22,0.0073959867943462765,0.0033694992369679433,0.24196989732315968,0.8610940994474195,0.1389059005525805,0.006580669409946678,0.011333151198638433
1998-05-26,0.003916731394967066,0.002535445195890995,0.24273922749748308,0.8607139704739137,0.1392860295260862,0.003301279386754281,0.005682914577233928
1998-05-27,-0.00677263563269781,-0.016832196679193667,0.24505699450431775,0.859570778905175,0.14042922109482506,-0.002647788103589052,-0.004551922565155794
1998-05-28,0.0030098278976256054,-0.0013458468812203028,0.2582829542989008,0.8531050115299055,0.14689498847009455,0.003357437206141147,0.005728493012911954
1998-05-29,0.000491633863482166,0.0014329513851003561,0.2575613403345527,0.8534552766815378,0.14654472331846224,0.00012256098410146445,0.00020920063719335384
1998-06-01,-0.0004236282986019857,-0.005587117699340172,0.24511895901651579,0.8595402578431355,0.1404597421568646,0.0009458801757630279,0.0016260441803281258
1998-06-02,-0.00022034696452188918,0.0007536789628721507,0.24826607690958122,0.8579929678962585,0.14200703210374155,-0.00040745988388343995,-0.000699195430143635
1998-06-03,0.0038659462001435774,0.009602399659674798,0.24491132159306758,0.8596425396738966,0.14035746032610336,0.0015142098090278,0.002603358331663568
1998-06-04,0.00020272200059068268,-0.006374626725683563,0.23129504845366153,0.8664034482971305,0.1335965517028695,0.0016771415979816681,0.002906162527547754
1998-06-05,0.0021953525711986277,0.014759077750926997,0.23573141308101633,0.8641890033766338,0.13581099662336607,-0.0012838256827999816,-0.0022189360746564858
1998-06-08,0.004330486740193207,0.01521698972173402,0.2278153776752017,0.8681483099301209,0.13185169006987904,0.0008638224796567082,0.0014998520515872357
1998-06-09,0.0010570429634755296,-0.0029812184209926373,0.22370189696150644,0.8702200784510118,0.12977992154898818,0.0017239471795081696,0.003000426899593999
1998-06-10,-0.004977741900980881,-0.0053822225646973365,0.22409754788520822,0.8700203778144177,0.1299796221855823,-0.003771599022059771,-0.00656273601227386
1998-06-11,-0.0033519012735744314,-0.0225306317506776,0.23609735514516283,0.8640068459032808,0.13599315409671925,0.00196752129251018,0.003399903732378533
1998-06-12,-0.009430421613571105,-0.01413074674284498,0.23595163111430206,0.8640793747445339,0.13592062525546603,-0.0060962488707337215,-0.010535285825021327
1998-06-15,-0.018972256808670762,-0.009376340810134942,0.2563983072786678,0.8540204085735389,0.1459795914264611,-0.01656817889648427,-0.028299125820989965
1998-06-16,-0.008086956521739186,0.0024493936913418946,0.2823006180986958,0.8416088648390609,0.15839113516093908,-0.008778421874772048,-0.01477599533821057
1998-06-17,-0.0034365034901814306,0.017976507755897098,0.277745946251395,0.8437651078113507,0.15623489218864928,-0.008429405647138611,-0.014224876729287038
1998-06-18,-0.00434555630036082,-0.0035318286499288476,0.23785256700301596,0.8631342085518793,0.13686579144812067,-0.0035055017897604474,-0.0060514370257641606
1998-06-19,-0.010725931795588006,-0.011011510284519743,0.2529700108754271,0.8556906225970775,0.14430937740292246,-0.007940349919158169,-0.013588965931926215
1998-06-22,-0.0065374828358042425,-0.0061933677304550905,0.2699349088714454,0.8474887932214623,0.15251120677853777,-0.004865676681876497,-0.008247212918658643
1998-06-23,-0.009259425898387352,0.010415754923413623,0.2784742505947986,0.8434195769201243,0.15658042307987577,-0.012159945445064045,-0.020511872085295417
1998-06-24,-0.0007259001290085276,0.0056999137809685685,0.25502661354953504,0.8546878938583474,0.14531210614165252,-0.002179529838093268,-0.0037256355338427197
1998-06-25,0.0038682793379543057,0.009319729636407148,0.2476206969378509,0.8583098166714738,0.14169018332852626,0.0015605213901148237,0.002678821656522735
1998-06-26,-0.0009769687997152054,0.003140450988863286,0.24835422211200958,0.8579497112364346,0.14205028876356532,-0.001756913062135238,-0.0030146861086528956
1998-06-29,-0.00018108397504079665,0.0012080337860655987,0.24747957639879767,0.8583791308686978,0.14162086913130228,-0.0004800476646917468,-0.0008241257943872994
1998-06-30,-0.0031695435167535813,-0.008819764184510137,0.2482626965621645,0.8579946268656561,0.14200537313434394,-0.000979925077264695,-0.0016815409020480422
1998-07-01,0.005650659318996665,0.014967562189387884,0.25520257053859996,0.8546022124042988,0.1453977875957011,0.0018308989735685214,0.003129380627000837
1998-07-02,0.004227701088838298,0.006807597025888068,0.25990582275986857,0.8523183346525404,0.14768166534745966,0.0024583669828072254,0.00419062250550209
1998-07-03,0.004929635245995989,0.00473133554363292,0.2622902496208536,0.8511651246568016,0.14883487534319834,0.0036886520652164934,0.00627930398981113
1998-07-06,0.0005012450703762994,0.00031726377241536596,0.2678459891814239,0.8484902017367214,0.1515097982632787,0.00041626724142227557,0.0007063973513015501
1998-07-07,0.0026482606580477963,0.0021868851448803017,0.26737880611372633,0.8487144888301206,0.15128551116987943,0.0020635339189018576,0.0035027022703288113
1998-07-08,0.00333735405284874,0.0010327806598522393,0.26439245866975153,0.8501509925580345,0.14984900744196558,0.003064294634923838,0.005210226250741521
1998-07-09,0.0020099261272679136,-0.006639360638873604,0.26661880883136574,0.8490796047803111,0.1509203952196889,0.0037801045522062493,0.006419219358431073
1998-07-10,-0.0007988213224965346,-0.006700503993719575,0.2625841334129958,0.8510232059649042,0.14897679403509587,0.0009606247121246377,0.0016350278444828442
1998-07-13,0.0016344861483328366,0.004806313820474362,0.26330276470641517,0.8506763727837435,0.1493236272162565,0.0003689704313552843,0.0006277488564195325
1998-07-14,0.0035651113260464218,0.023832700370107762,0.2657814836130526,0.8494822343083902,0.15051776569160982,-0.002769179136826167,-0.0047047369607025455
1998-07-15,0.006998832995664728,0.00840952805563977,0.2531445389743052,0.8556054373460787,0.14439456265392125,0.004870006893028312,0.008333608755175815
1998-07-16,-0.0001053227856291361,-0.005640932343737304,0.2595999624702276,0.8524664878340948,0.14753351216590516,0.001359063039102161,0.0023171113913771006
1998-07-17,0.0011585012625923152,0.009351327023759293,0.2586996557658065,0.8529028791711689,0.14709712082883108,-0.0012606838194076978,-0.002150481718594662
1998-07-20,0.0009642863074255104,0.0008098477486233602,0.26084047683003986,0.8518659241070952,0.14813407589290484,0.0007530452345148589,0.0012829871491888889
1998-07-21,-0.0009633573551187657,-0.0074930902553002054,0.2689357708796363,0.847967475525749,0.15203252447425097,0.001051802648961086,0.0017837888739816554
1998-07-22,-0.0077844888589146954,-0.023333946401884798,0.26840455459036916,0.8482221989908062,0.15177780100919389,-0.0015215513680812594,-0.00258122729462271
1998-07-23,-0.015266889072069745,-0.002237194825242761,0.27472662184678603,0.8452005968328211,0.15479940316717886,-0.01465227209531769,-0.024768218239838807
1998-07-24,-0.009384666081209248,-0.014039086356378738,0.2906775620393089,0.8376717460466353,0.1623282539533647,-0.005303818685877752,-0.008885718118627973
1998-07-27,-0.0042024770680907375,-0.009520834179274296,0.30422662989539595,0.831381144222977,0.16861885577702296,-0.0013059857719372207,-0.0021715438908241885
1998-07-28,-0.0037108274286272724,-5.145350719659714e-05,0.29794969325461357,0.8342836318655441,0.1657163681344559,-0.0036954968719411724,-0.006166185103741678
1998-07-29,-0.005203578601424175,0.0014051295343853187,0.2880222089342809,0.8389157542366594,0.16108424576334063,-0.005608287113756632,-0.009409760828025764
1998-07-30,0.006772488270854415,0.011396125415948921,0.29079783097299017,0.8376154885026906,0.16238451149730934,0.003458519718400304,0.005793819366848117
1998-07-31,-0.0004921622997980934,-0.01245200995215745,0.2983392251731563,0.834102920629766,0.16589707937023404,0.0032227607011769913,0.0053762282266851215
1998-08-03,-0.0063472908838791975,-0.004694094993291542,0.2944852681368073,0.8358942960604141,0.1641057039395859,-0.004964949061120093,-0.008300345200841587
1998-08-04,-0.0005506709105850272,-0.012668484634651755,0.2919516203650869,0.837076170446161,0.1629238295538389,0.0031479137060717584,0.00527008709994706
1998-08-05,-0.022663392267437743,-0.018061068651605394,0.2774668889501982,0.8438975765595977,0.1561024234404022,-0.017652043737560845,-0.02979303386290324
1998-08-06,-0.0019731278774781646,-0.006817559226586778,0.3376108328655897,0.8162772950466799,0.1837227049533202,0.0003285539711202828,0.0005363822936458188
1998-08-07,0.0022594614950104397,0.015426932514785774,0.33511367489965627,0.817388056400386,0.1826119435996139,-0.0029103145524484167,-0.004757712711079142
1998-08-10,-0.003437874260285523,-0.016336843581947535,0.3322081892085154,0.818684256971898,0.18131574302810208,0.001989358963456025,0.0032573137296947616
1998-08-11,-0.01930370932470149,-0.02770425410968147,0.32668949664105335,0.8211576202514027,0.17884237974859732,-0.010253020494793817,-0.016838691819787498
1998-08-12,0.0021914136157104025,0.0054116462380287,0.3734451978690566,0.8006639327940682,0.1993360672059319,0.00017046031555243866,0.0002729628532710674
1998-08-13,-0.011450638332862861,-0.011478926635883346,0.3771416591216851,0.7990872679805371,0.20091273201946291,-0.007121456896469713,-0.011381331070882274
1998-08-14,0.005529685681024521,0.010278729511991935,0.3813214572585245,0.7973119076554896,0.2026880923445103,0.0016101855647455534,0.002567640248613219
1998-08-17,-0.008856710534249856,0.0022365160976167697,0.3824038454385695,0.79685345078039,0.20314654921961,-0.009711962890363772,-0.015478022286074925
1998-08-18,0.004399816459638828,0.03310652500985545,0.3728871563462902,0.8009024969375439,0.1990975030624561,-0.007945181507793508,-0.012726631416427641
1998-08-19,0.0017250546609601791,0.008161822842833732,0.34484455890306165,0.8130766317200702,0.1869233682799298,-0.0010895055371217522,-0.00177170298472664
1998-08-20,-0.00170281008542017,-0.004724005280088428,0.34791189950903245,0.8117270094957079,0.1882729905042921,-5.927243513390609e-05,-9.622607303354756e-05
1998-08-21,-0.016436301028766476,-0.03359563567501389,0.3474711631639574,0.8119206566835488,0.1880793433164512,-0.004762786423536856,-0.0077340093612830695
1998-08-24,-0.0036456793772785545,0.014004052458006289,0.3568009054335992,0.8078410537233773,0.1921589462766226,-0.008642337974034818,-0.013963270831155693
1998-08-25,0.008761828458761833,0.018132002717079265,0.34820421809687496,0.8115986238493567,0.1884013761506433,0.002448188630130835,0.003973893046275656
1998-08-26,-0.015038274212970437,-0.019277023536099613,0.3572244389557559,0.8076568284032439,0.192343171596756,-0.00815205029555035,-0.013168118173375848
1998-08-27,-0.025021935040399623,-0.031900296725035804,0.3654817228840077,0.8040818527458,0.19591814725419998,-0.013362959632822469,-0.021489826679454455
1998-08-28,-0.02280563287497961,-0.02218498605872221,0.3992652350064059,0.7897791063368466,0.21022089366315352,-0.013947939202630046,-0.022031581917387653
1998-09-01,-0.03319969582146265,-0.01529694940018722,0.4222185217696829,0.7803483230507169,0.2196516769492831,-0.026741040458129965,-0.04173465215626618
1998-09-02,0.018304453760851658,0.012922907938615502,0.45000666948673,0.7692281382785331,0.230771861721467,0.012489058999311672,0.019213871205782555
1998-09-03,-0.01341260511725384,-0.0223838708182309,0.47195633962252953,0.7606659284794961,0.2393340715205039,-0.002848395379298029,-0.004333354631740879
1998-09-04,0.0031190846259672167,0.009435951090030814,0.47208570096551133,0.760616031679362,0.2393839683206381,-0.001335492958646261,-0.002031594709082498
1998-09-07,0.01797017058275241,0.034836462163731374,0.49249942118106294,0.7528233052689512,0.24717669473104875,0.0008132331311187097,0.0012244417074460077
1998-09-08,0.012091571941381662,-0.000523621598559898,0.5040809687714829,0.7484727530342807,0.2515272469657194,0.012355519624053408,0.01849553957636867
1998-09-09,0.0014986357191175692,-0.006156279597058778,0.4968656002071578,0.7511772449004017,0.2488227550995982,0.004557479276153258,0.006846949452702963
1998-09-10,-0.012448903338440398,-0.03289208168536606,0.49603064471584524,0.7514914683153774,0.24850853168462256,0.0038665771459979736,0.0058113994736013995
1998-09-11,-0.011469338406520757,-0.0035042634539942386,0.497224729429231,0.7510421726195388,0.24895782738046132,-0.009726931958759729,-0.014610672222458668
1998-09-14,0.008387880753466526,0.029304887496228282,0.49806098702055307,0.7507278355085416,0.24927216449145842,-0.006207740437431197,-0.009320647083983138
1998-09-15,-0.0028290561092004785,0.0024864475218147053,0.4864386966590713,0.7551202070936308,0.2448797929063692,-0.004038560401023202,-0.006099197132761552
1998-09-16,0.007473650716331326,0.001893329729104165,0.48537991757322874,0.7555229035627001,0.2444770964372999,0.006554666488479802,0.009904401314522776
1998-09-17,-0.015004392232689678,-0.03000931404039453,0.49810789066354405,0.7507102129014017,0.2492897870985982,-5.651611576888184e-05,-8.485445060243263e-05
1998-09-18,-0.008619301276144076,-0.015059675068318401,0.4957934160393245,0.7515807938562938,0.24841920614370616,-0.0011528135295802485,-0.0017328650154603987
1998-09-21,-0.02016435202065936,-0.012916427665832009,0.4945748863116048,0.7520399511165111,0.24796004888348888,-0.013776211276278427,-0.02072052250956631
1998-09-22,0.004194965462341216,0.022643930108939836,0.5036096101554676,0.7486488347815469,0.25135116521845324,-0.007208735352209629,-0.010793622643360565
1998-09-23,-0.0017497046625827295,0.021829089978738114,0.49444350928844305,0.7520894891303062,0.24791051086969393,-0.012542956516243188,-0.018866851516969964
1998-09-24,0.0035273670492224074,-0.009032177477544812,0.4798033468346274,0.7576510073074922,0.24234899269250768,0.007861036032152751,0.011911843736482047
1998-09-25,-0.011221951517485174,-0.0206285501280562,0.4744533740956646,0.7597039361271456,0.24029606387285435,-0.001434666306527355,-0.002179843280195654
1998-09-28,0.005321402145315179,0.006421655799249137,0.4718264097351757,0.7607160511667233,0.2392839488332768,0.0022914953450003887,0.0034863545802312473
1998-09-29,0.0019767186470458498,0.002984233888779775,0.4721174365507045,0.7606037917415036,0.2393962082584964,0.0005678097934074023,0.0008637565637072599
1998-09-30,-0.0039017546443446127,-0.008671538997218509,0.47262124638770886,0.7604095326190066,0.23959046738099338,0.00019659892462042198,0.00029899139276802836
1998-10-01,-0.02266625491241514,-0.030842688184825717,0.47054941234461384,0.7612090265806929,0.23879097341930705,-0.008153246111917235,-0.012412649072650675
1998-10-02,-0.022178689468662638,-0.03215033753502039,0.4793769296773274,0.7578142280583849,0.24218577194161506,-0.006766559373034829,-0.01025558993577523
1998-10-05,-0.008819465136020943,-0.02140866224358784,0.4880851348540923,0.754494852208674,0.24550514779132604,0.001629784662186341,0.0024593282756564944
1998-10-06,0.0169593907759944,0.04416284037729801,0.48474879369114215,0.7557631498595703,0.24423685014042973,-0.004448492822875277,-0.006724013895887823
1998-10-07,-0.003929206244565608,-0.00517101311418422,0.47932881197892685,0.7578326506045777,0.24216734939542225,-0.0014505906718162358,-0.0021986099475295464
1998-10-08,-0.024998852143803374,-0.026921245548474415,0.48692382836311177,0.7549358352784694,0.24506416472153056,-0.011890256197036831,-0.01795276098757
1998-10-09,0.008891560724234804,0.02649556334194325,0.4944491030485609,0.7520873797717955,0.24791262022820446,-0.004209146804955367,-0.006331292383227414
1998-10-12,0.018582465682559945,0.04442930242309351,0.49263522227457623,0.7527719992261116,0.2472280007738884,-0.0033049735921450926,-0.004975783156697132
1998-10-13,0.004806921752729121,-0.009448775395673792,0.4919106306483441,0.7530458329406913,0.2469541670593087,0.009454874816469573,0.01423990816303659
1998-10-14,0.003781490451836733,0.009679125416779844,0.48795142921264006,0.7545455980250478,0.2454544019749522,-0.0009414526288093819,-0.0014207378736344574
1998-10-15,0.014388578497893656,0.0035526958341325354,0.4899736106951881,0.7537788400500356,0.24622115994996438,0.012647851292341984,0.01906736535253377
1998-10-16,0.021075173482561604,0.015189030701374007,0.5002221098123317,0.7499167180692426,0.2500832819307574,0.013477284499116018,0.020213681920125126
1998-10-19,0.0021691760458344422,-0.010831679998143162,0.5127934108575568,0.7452329642518655,0.25476703574813453,0.007723590177399849,0.01151174800514056
1998-10-20,0.01246228572172825,0.03434759278065003,0.5089899106684366,0.7466438691575689,0.25335613084243125,-0.005020292459370645,-0.007496741172334131
1998-10-21,0.0015764648174512175,-0.008606353485731688,0.5050833536010914,0.7480985752068754,0.25190142479312455,0.005923390698301021,0.008862560283585303
1998-10-22,0.0038593178169645803,0.004455740903257066,0.5028941700288208,0.7489162545110487,0.2510837454889513,0.0016185516935576499,0.0024243193441434194
1998-10-23,-0.0008161092541881798,-0.002447428235053617,0.5043095763215037,0.7483873837258914,0.25161261627410864,0.00041815224210899537,0.0006258797249421334
1998-10-26,0.002493359891667435,0.0027601353384458793,0.5027177126681036,0.7489822407380807,0.2510177592619192,0.0011057909676695204,0.0016564355935060958
1998-10-27,0.011128348728184134,0.019057668988339937,0.5067038988632138,0.7474944364486167,0.2525055635513832,0.001471753548547729,0.0022002551787258743
1998-10-28,0.00036043577005595573,-0.00699660331674401,0.5091627342404301,0.7465796445637737,0.2534203554362263,0.003922845445204998,0.005857433116319532
1998-10-29,0.0032857082971275986,0.012202742561802093,0.511464666325498,0.7457252543939382,0.25427474560606184,-0.002955563355500462,-0.004408076470315967
1998-10-30,0.016586025823433603,0.014910871016842409,0.5021644957428276,0.7491891915921132,0.2508108084078868,0.009098315798174592,0.01363271971536835
1998-11-02,0.01587893417600439,0.016015758167896577,0.5097840454205691,0.7463488445028971,0.25365115549710276,0.007714356186696549,0.011515201652049492
1998-11-03,0.004889805552608539,-0.003909166167088918,0.5187772789964904,0.7430240153810488,0.25697598461895127,0.006917792139916067,0.01028017138674379
1998-11-04,0.012154591008674442,0.02162103274249705,0.5217580583235139,0.7419285378013198,0.25807146219868027,0.0008736429460000656,0.0012963612669725302
1998-11-05,-0.00856903457639091,-0.0254495189566869,0.5190903220357462,0.7429088157322383,0.2570911842677616,0.004641564414490521,0.006896518244628103
1998-11-06,0.0026984851273734733,0.00204390592935888,0.5128454685847378,0.7452136904750432,0.25478630952495684,0.0016502772332882944,0.0024596183746514273
1998-11-09,-0.0014569100524520762,-0.010398852241167322,0.5107155627562494,0.7460030785974668,0.2539969214025332,0.0038539456219147785,0.005750110597391306
1998-11-10,-0.012259620498334067,-0.0002944657952863583,0.5081379560628779,0.7469606335915663,0.25303936640843383,-0.012109991250986827,-0.018091373475250888
1998-11-11,-0.0003282655687484315,0.008191742282265269,0.5091504826094598,0.7465841971437691,0.2534158028562308,-0.004499095105176111,-0.006717906613942737
1998-11-12,-0.005664014628396941,-0.005075921282298168,0.5248579526075348,0.740792705023262,0.25920729497673783,-0.002999876976572912,-0.004444573960424905
1998-11-13,-0.003880189096611142,0.002606018592861137,0.526029586627478,0.7403643115088437,0.25963568849115626,-0.005251031979757408,-0.007775353352808028
1998-11-16,0.0019062231681283848,0.008657893358563706,0.5257056007907795,0.740482723360414,0.259517276639586,-0.0026452798615178488,-0.003917568071814391
1998-11-17,-0.005480188490533777,-0.0014154440953634273,0.5281801477759458,0.7395792733918948,0.26042072660810506,-0.004732579019076132,-0.007000234704396105
1998-11-18,-0.005863923549073835,-0.005215656731026086,0.5350682844667286,0.737076004500292,0.26292399549970796,-0.0030731910496363613,-0.004530350759864056
1998-11-19,0.004308832662685669,0.02415056545716121,0.5357465988462753,0.736830409467514,0.263169590532486,-0.00862975064120279,-0.01271732539711999
1998-11-20,0.008643132354472671,0.019852984340545055,0.5234312902460474,0.7413150163441435,0.2586849836558565,-0.001748540854133401,-0.00259243918372061
1998-11-23,0.012017384949927656,0.022894604695015364,0.5106645589789391,0.7460220021790875,0.2539779978209126,0.00032592174035048563,0.0004862895785799244
1998-11-24,0.004631458852254244,-0.008566462364547278,0.49911639319393075,0.7503314990096666,0.24966850099033347,0.008907120650078634,0.013366586378466914
1998-11-25,0.0005077276243592443,-0.007415966998677415,0.47277727167323963,0.760349392472346,0.23965060752765402,0.0040138282688127365,0.0061038237713601845
1998-11-26,0.0029433258134610174,0.012614477111534628,0.4643628496043034,0.7636063776619256,0.23639362233807446,-0.0029143687243194643,-0.004450861089497587
1998-11-27,-0.003015625217722362,0.002796941135209785,0.45911023969007225,0.7656536980978148,0.2343463019021853,-0.004299729532707549,-0.006584207635075848
1998-11-30,-0.004932968876877775,-0.017162364329887048,0.4594276648361426,0.7655296630332294,0.2344703369667705,0.0029518960902693413,0.004519528038585994
1998-12-01,-0.016382130642249693,-0.03593375682948974,0.45296022661869456,0.7680647969964354,0.23193520300356466,-0.00010556800550295606,-0.0001621661374318975
1998-12-02,-0.003525946891842824,-0.005471748024830747,0.45388188717970057,0.7677024951416848,0.2322975048583152,-0.0010424195721608453,-0.0016005362130648163
1998-12-03,-0.009949172770605919,0.010695071952147917,0.455667639926219,0.7670014931865367,0.2329985068134634,-0.01482257096588226,-0.022737868127390197
1998-12-04,-0.0012403612291597144,0.002838577174376189,0.45386471413112023,0.7677092426877912,0.23229075731220877,-0.0025286912469470865,-0.003882599284369988
1998-12-07,0.0005893456906125305,-0.0009315299668964938,0.4512888527015389,0.7687226818947209,0.2312773181052791,0.0010097347806303518,0.0015524120571370832
1998-12-08,0.0008836005706320815,0.006993382938674353,0.4577510684424988,0.7661852541821542,0.23381474581784575,-0.0023176279415736455,-0.0035514647070285328
1998-12-09,0.004245687244259555,0.009509037250301056,0.4574003283660174,0.7663225443781129,0.2336774556218872,-0.00010374951647283866,-0.00015901118688292897
1998-12-10,0.00043954408823410063,-0.0015523262629263401,0.45729509837736665,0.7663637441505511,0.23363625584944886,0.0011494152793527714,0.0017617403941372826
1998-12-11,-0.009016756831851436,-0.020952884735325084,0.4555400646683769,0.7670515307260514,0.2329484692739486,0.0005281216354675999,0.0008101930177899352
1998-12-14,-0.006417678855470177,-0.0012992755036784764,0.45308092393910254,0.7680173318034877,0.23198266819651234,-0.00582900190981209,-0.008953548987702632
1998-12-15,-0.005354338746945686,0.004083494020462597,0.4424046577181139,0.7722386754169754,0.22776132458302445,-0.007160895521362406,-0.011059840944432513
1998-12-16,0.0017730744269868204,0.013190297709126053,0.4482312396484487,0.7699291385301211,0.2300708614698789,-0.004139229066506843,-0.006373826138708903
1998-12-17,0.0013433564816429655,0.009732930860903544,0.45910567897420984,0.765655480507515,0.23434451949248503,-0.003125087349661197,-0.0047854805126656
1998-12-18,0.003258223830775009,0.009973212038865364,0.4626828696979044,0.7642599949073177,0.23574000509268236,-0.0013562105354729057,-0.0020729949138675475
1998-12-21,0.006728584164771956,0.02344173530459992,0.4603483576560059,0.7651701260859342,0.23482987391406585,-0.0040627801833074285,-0.006217436050241561
1998-12-22,0.004301145451893085,-0.00564965460946143,0.4551047903350233,0.7672223030781703,0.23277769692182962,0.006872330328397327,0.01054521020413391
1998-12-23,0.007284906836716898,0.011209419709639956,0.45161204666401217,0.768595378658389,0.231404621341611,0.00222259785973048,0.003416556887209746
1998-12-24,0.0030845778840142835,-0.007040280725368109,0.45310426240556806,0.7680081544405131,0.23199184555948685,0.006274559089210338,0.009637825092064758
1998-12-29,0.006378863979050076,0.012663587778521723,0.43090859277492155,0.7768363585996269,0.22316364140037304,0.0009220151899255848,0.0014325098454306684
