portfolio,policy,family,currency,cost_model,start,end,years,cagr,volatility,sharpe,sortino,max_drawdown,ulcer_index,time_underwater,terminal_wealth,trades_per_year,turnover_per_year,cost_drag_bps,total_cost,mean_abs_weight_deviation,max_abs_weight_deviation,mean_equity_weight,max_equity_weight,allocation_effect_bps,rebalancing_effect_bps,cost_effect_bps
60/20/20,Band 5pp (daily check),threshold,USD,base,1991-11-01,2026-08-04,34.72,0.08626156793212258,0.10996765011697443,0.5821197801847993,0.5625541018259809,-0.3591575807943935,0.07106929764209094,0.8887872899759972,1768398.4513448994,1.008115213167219,0.10395990780697716,1.091886188471225,1394.6982150736972,0.023039951089984762,0.0560682287352294,0.6108305078538556,0.6545909840898356,3.039404442073401,18.14844215428435,8.137777606671559
60/20/20,Band 25% rel (daily check),threshold,USD,base,1991-11-01,2026-08-04,34.72,0.08629482196822336,0.11047475058775255,0.5802217243358445,0.5607967924910169,-0.3630726483471475,0.07453382668325083,0.8867299119899417,1770278.9460430103,0.5760658360955537,0.07586877969144824,0.693455944984489,957.8592682022753,0.0333097018413553,0.09937587895199551,0.6222382824238182,0.6993758789519955,4.448141883461876,16.673814830416855,8.536207850158295
60/20/20,5/25 rule (daily check),threshold,USD,base,1991-11-01,2026-08-04,34.72,0.08626156793212258,0.10996765011697443,0.5821197801847993,0.5625541018259809,-0.3591575807943935,0.07106929764209094,0.8887872899759972,1768398.4513448994,1.008115213167219,0.10395990780697716,1.091886188471225,1394.6982150736972,0.023039951089984762,0.0560682287352294,0.6108305078538556,0.6545909840898356,3.039404442073401,18.14844215428435,8.137777606671559
60/20/20,Band 5pp (monthly check),hybrid,USD,base,1991-11-01,2026-08-04,34.72,0.08612516458002584,0.10863452790027399,0.5867640782673919,0.5664289421047066,-0.35631853099122157,0.07039707581375497,0.8881014973139787,1760705.2073822177,0.7776888787289976,0.08976355304491682,0.8719528453404735,1241.2008357598124,0.02333638049224225,0.09890233189134298,0.6114900917695453,0.670371536896589,2.7227375452132385,16.881142187046283,8.35771094980231
60/20/20,5/25 rule (monthly check),hybrid,USD,base,1991-11-01,2026-08-04,34.72,0.08612516458002584,0.10863452790027399,0.5867640782673919,0.5664289421047066,-0.35631853099122157,0.07039707581375497,0.8881014973139787,1760705.2073822177,0.7776888787289976,0.08976355304491682,0.8719528453404735,1241.2008357598124,0.02333638049224225,0.09890233189134298,0.6114900917695453,0.670371536896589,2.7227375452132385,16.881142187046283,8.35771094980231
60/20/20,5/25 rule (annual check),hybrid,USD,base,1991-11-01,2026-08-04,34.72,0.08615034836957514,0.10553888561012124,0.6010622729766648,0.5781917017982906,-0.3398078191448419,0.06852862428090414,0.8881014973139787,1762123.1397272053,0.43204937707166535,0.06432798773893576,0.544964966864292,746.4005595646336,0.033240718876781115,0.17924544028377032,0.6056085964440643,0.7081113187455609,1.9159678037539152,17.612761945522415,8.684698828278492
60/20/20,Drawdown trigger -15%,opportunistic,USD,base,1991-11-01,2026-08-04,34.72,0.08693314557900944,0.11130416035126371,0.5820460191822353,0.558579258480496,-0.3535193236104849,0.07549098032504034,0.8891301863070065,1806754.462889257,0.37444279346210996,0.054780439541399384,0.45871539235298187,625.7726119839392,0.05271163051428236,0.17495087943687415,0.6438811562183313,0.7749508794368741,10.48728340976357,16.7831688593445,8.770948402789802
60/20/20,Drawdown trigger -20%,opportunistic,USD,base,1991-11-01,2026-08-04,34.72,0.0863734651478607,0.11402316207308283,0.5663711973014163,0.5400960828687038,-0.3488880647282908,0.07779382667256031,0.8905017716310435,1774733.898763698,0.2304263344382215,0.04349801156045335,0.35155290839528064,432.00201026746,0.07662501004776186,0.1913509193160481,0.6614694805934782,0.7913509193160481,13.546283301457684,8.020202172205337,8.878110886747503
40/30/30,Never (drift),calendar,USD,base,1991-11-01,2026-08-04,34.72,0.07718693640787788,0.09586398290336763,0.5650504850993655,0.544046981877316,-0.3012379739931944,0.0663946878854646,0.8924448508400961,1321568.9977428084,0.0,0.0,0.0,0.0,0.1316085026450952,0.2668307438732702,0.5238075102593941,0.6668307438732702,27.608535441892013,-41.75466657456495,10.061718886844595
40/30/30,Monthly,calendar,USD,base,1991-11-01,2026-08-04,34.72,0.07759537763246072,0.08581427844768995,0.6248682929258003,0.6072755047906283,-0.26895891157918694,0.046909063444834614,0.8967882043662133,1339078.1476560528,12.010972682592296,0.2783422392818344,10.061718886844595,9292.910504476518,0.008195671113096211,0.0714943884254457,0.40025873760879027,0.44561687491651775,0.0,0.0,-0.0
40/30/30,Quarterly,calendar,USD,base,1991-11-01,2026-08-04,34.72,0.07863989380690639,0.08527860586932791,0.6396233810836053,0.6213246145179873,-0.2691962964496595,0.04760374321713596,0.896331009258201,1384885.725991268,4.003657560864099,0.16402177635893408,3.6342960034718708,3573.3779964558134,0.014120490387839555,0.09793166389860669,0.4011507449328497,0.46306263080935245,0.4128129220637433,3.604925939020287,6.427422883372724
40/30/30,Semi-annual,calendar,USD,base,1991-11-01,2026-08-04,34.72,0.07747363206714408,0.0843550360452887,0.6328733452528974,0.6138090184558738,-0.25819883373940855,0.04719989968829623,0.8974739970282318,1333835.698237012,2.016230426334438,0.10956303582898669,1.972022498530901,1986.9013858797327,0.01782421833910916,0.1240344599492251,0.3989173174749799,0.4521884332273248,-0.08795347598899994,-9.219198565491027,8.089696388313694
40/30/30,Annual,calendar,USD,base,1991-11-01,2026-08-04,34.72,0.07871532516206403,0.08416474478261345,0.6478090158523053,0.6275419154954283,-0.24849284707320596,0.04573732445490578,0.8967882043662133,1388252.0767386057,1.008115213167219,0.08470948916615982,1.1264800014920695,1194.6145308744874,0.02463622142446758,0.15595087143900216,0.40076442832882475,0.49157983201645733,0.7671442331136369,1.4970921775669943,8.935238885352526
40/30/30,Daily (constant mix),control,USD,base,1991-11-01,2026-08-04,34.72,0.05216063571055818,0.08687770322689045,0.34336018542460955,0.33423463367927125,-0.2773876948000161,0.060326803514010305,0.9302777460281175,584319.2656187854,252.0,1.2628065047239345,275.9503538974517,160588.4143453515,0.0025055684617538384,0.03885183175698981,0.40002806541675096,0.4388518317569898,-0.1568227495463148,11.698038541128053,-265.8886350106071
40/30/30,Band 5pp (daily check),threshold,USD,base,1991-11-01,2026-08-04,34.72,0.08023369394658264,0.08675331913183358,0.647250860141309,0.6274437711344398,-0.26918022000488184,0.04664748182693407,0.8935878386101269,1457728.6657634208,1.1521316721911075,0.11996872624768001,1.3121143869865293,1618.0287058004876,0.022937754615445147,0.06126110150088365,0.40827611157365873,0.451525276262629,3.366653692351562,14.266904949009618,8.749604499858066
40/30/30,Band 25% rel (daily check),threshold,USD,base,1991-11-01,2026-08-04,34.72,0.07994756171608519,0.0869683121453928,0.642842440632742,0.6238397582525593,-0.26264317135072246,0.04654594774078156,0.8954166190421763,1444382.838523615,0.37444279346210996,0.06313396992657626,0.5423979675311941,719.6158176323397,0.03542693503280331,0.1045847875583534,0.42019219207988356,0.5005346371755733,6.471198393467326,7.53132152346403,9.519320919313401
40/30/30,5/25 rule (daily check),threshold,USD,base,1991-11-01,2026-08-04,34.72,0.08023369394658264,0.08675331913183358,0.647250860141309,0.6274437711344398,-0.26918022000488184,0.04664748182693407,0.8935878386101269,1457728.6657634208,1.1521316721911075,0.11996872624768001,1.3121143869865293,1618.0287058004876,0.022937754615445147,0.06126110150088365,0.40827611157365873,0.451525276262629,3.366653692351562,14.266904949009618,8.749604499858066
40/30/30,Band 5pp (monthly check),hybrid,USD,base,1991-11-01,2026-08-04,34.72,0.07982200295111475,0.08584522602111103,0.6487325927950431,0.630595908870164,-0.26584960813119507,0.04673241629092127,0.8945022288261516,1438564.0369911662,0.7776888787289976,0.0904378097252037,0.9340901785104272,1114.2636748887467,0.025354192176712927,0.1038662948507319,0.4074443939501284,0.4747554147528384,2.299142005715016,10.839482472491113,9.127628708334168
40/30/30,5/25 rule (monthly check),hybrid,USD,base,1991-11-01,2026-08-04,34.72,0.07982200295111475,0.08584522602111103,0.6487325927950431,0.630595908870164,-0.26584960813119507,0.04673241629092127,0.8945022288261516,1438564.0369911662,0.7776888787289976,0.0904378097252037,0.9340901785104272,1114.2636748887467,0.025354192176712927,0.1038662948507319,0.4074443939501284,0.4747554147528384,2.299142005715016,10.839482472491113,9.127628708334168
40/30/30,5/25 rule (annual check),hybrid,USD,base,1991-11-01,2026-08-04,34.72,0.08104130932265252,0.08476435366828608,0.6692498435603716,0.64752338297446,-0.24876115087802986,0.04547371957396871,0.8934735398331238,1496046.9076684122,0.43204937707166535,0.07044913406071661,0.6060856911815904,772.0743175151226,0.03677368049602948,0.17413397475865497,0.40433767664357295,0.5188157590805195,2.139945478527583,22.86373822772747,9.455633195663005
40/30/30,Drawdown trigger -15%,opportunistic,USD,base,1991-11-01,2026-08-04,34.72,0.08223065944431096,0.08896009048762982,0.6541870677391213,0.6295451892920775,-0.25848689253845136,0.049852161828986226,0.891073265516059,1554263.6412994873,0.37444279346210996,0.06099036129102164,0.5051145143930569,661.6455300149846,0.060019908361474285,0.20481072673757666,0.4475376945828671,0.6048107267375767,15.442409003363355,21.353804742687554,9.556604372451538
40/30/30,Drawdown trigger -20%,opportunistic,USD,base,1991-11-01,2026-08-04,34.72,0.08177364796051201,0.09171838575651176,0.6326644445771471,0.6055259274032946,-0.260213073806264,0.05245285824128503,0.8894730826380157,1531637.985834438,0.2304263344382215,0.0487052558554945,0.38828012883351803,453.7420445701978,0.08835751812419203,0.22765212161156745,0.4688623141813418,0.6276521216115675,20.5139687962963,11.595295726205546,9.673438758011077
60/20/20,Never (drift),calendar,GBP,zero,1991-11-01,2026-08-04,34.72,0.09063109450691309,0.1337252886226715,0.46367979049760955,0.4619754639964443,-0.3731521842333819,0.09569965278535937,0.9171333866727626,2032872.078441665,0.0,0.0,0.0,0.0,0.11276228565540201,0.21862657307694905,0.7091902965154906,0.818626573076949,17.152204398243054,-33.95558355890227,-0.0
60/20/20,Monthly,calendar,GBP,zero,1991-11-01,2026-08-04,34.72,0.09231143242297901,0.12084100884037868,0.512238046180956,0.5172438963064967,-0.29774423138518835,0.07125430015422562,0.9122185392616299,2144483.953282294,12.010972682592296,0.24895648611761523,0.0,0.0,0.007423185467527792,0.07463872763948722,0.6001876146363045,0.6432717346765593,0.0,0.0,-0.0
60/20/20,Quarterly,calendar,GBP,zero,1991-11-01,2026-08-04,34.72,0.09289873259250858,0.12001726904482293,0.5194115711936201,0.5243918190567866,-0.2912654831393976,0.06982525675194728,0.9116470453766145,2184879.758468233,4.003657560864099,0.1503793912160736,0.0,0.0,0.012947773450013397,0.1055071902469902,0.6009307339343243,0.6602223183327932,0.26156716070646624,5.6114345345892325,-0.0
60/20/20,Semi-annual,calendar,GBP,zero,1991-11-01,2026-08-04,34.72,0.09147163325311358,0.11881013885763375,0.5124829105259532,0.5171293323051405,-0.29547665000211987,0.071611844668207,0.9135901245856669,2087978.39845283,2.016230426334438,0.0992959065393922,0.0,0.0,0.016150215045129927,0.1385418966467698,0.5985338358888603,0.6497876375326613,-0.13152321444165338,-8.266468484212641,-0.0
60/20/20,Annual,calendar,GBP,zero,1991-11-01,2026-08-04,34.72,0.09253338010197765,0.11818568134334019,0.5228041755831507,0.5272937162298704,-0.28771351855506433,0.06938088808212274,0.9130186307006515,2159664.0060662488,1.008115213167219,0.07626852305511211,0.0,0.0,0.022491473610650816,0.1792774004563633,0.6000173724141868,0.6856835850867102,0.42982900821053605,1.789647781775816,-0.0
60/20/20,Daily (constant mix),control,GBP,zero,1991-11-01,2026-08-04,34.72,0.09353697596128074,0.12206989318598407,0.5174776012523662,0.5240174603425186,-0.2963134518073445,0.07037016177561704,0.9108469539375929,2229617.4807070023,252.0,1.149703677562741,0.0,0.0,0.0022811580904022652,0.03946138751338539,0.6000202199982867,0.6394613875133853,-0.09868186971573323,12.354117252733054,-0.0
60/20/20,Band 5pp (daily check),threshold,GBP,zero,1991-11-01,2026-08-04,34.72,0.09417588731027582,0.12228664883853958,0.5215740757062324,0.5263358340230749,-0.2912393345512926,0.06945754030983332,0.9119899417076237,2275292.570729071,0.9793119213624414,0.10150979893681261,0.0,0.0,0.02377292091748035,0.05906481366222027,0.6127795042790414,0.6542355717679326,2.916992915600325,15.727555957367745,-0.0
60/20/20,Band 25% rel (daily check),threshold,GBP,zero,1991-11-01,2026-08-04,34.72,0.09418886315417119,0.122380883042707,0.5213667405387912,0.5261030306670986,-0.29772918352734645,0.0719279151469511,0.912332838038633,2276229.5509623,0.5760658360955537,0.07541026257355328,0.0,0.0,0.031001407184815123,0.0990523176033906,0.6194742003328387,0.6990523176033906,3.963030865015149,14.811276446906607,-0.0
60/20/20,5/25 rule (daily check),threshold,GBP,zero,1991-11-01,2026-08-04,34.72,0.09417588731027582,0.12228664883853958,0.5215740757062324,0.5263358340230749,-0.2912393345512926,0.06945754030983332,0.9119899417076237,2275292.570729071,0.9793119213624414,0.10150979893681261,0.0,0.0,0.02377292091748035,0.05906481366222027,0.6127795042790414,0.6542355717679326,2.916992915600325,15.727555957367745,-0.0
60/20/20,Band 5pp (monthly check),hybrid,GBP,zero,1991-11-01,2026-08-04,34.72,0.09389989270940702,0.12132000913898014,0.5226869034551096,0.5279390891119636,-0.29473283778320225,0.0708461499516339,0.9122185392616299,2255451.602130991,0.7200822951194422,0.08362642386537775,0.0,0.0,0.024074260144450063,0.09817065615173869,0.6129140363373908,0.6696370441868957,2.948901813037974,12.935701051242088,-0.0
60/20/20,5/25 rule (monthly check),hybrid,GBP,zero,1991-11-01,2026-08-04,34.72,0.09389989270940702,0.12132000913898014,0.5226869034551096,0.5279390891119636,-0.29473283778320225,0.0708461499516339,0.9122185392616299,2255451.602130991,0.7200822951194422,0.08362642386537775,0.0,0.0,0.024074260144450063,0.09817065615173869,0.6129140363373908,0.6696370441868957,2.948901813037974,12.935701051242088,-0.0
60/20/20,5/25 rule (annual check),hybrid,GBP,zero,1991-11-01,2026-08-04,34.72,0.0942992162539058,0.11871774629550663,0.5346091589800966,0.5385108601308183,-0.28099234306071685,0.06718904568738569,0.9119899417076237,2284213.261781926,0.43204937707166535,0.06445553942388732,0.0,0.0,0.03334077096310364,0.17927740045636337,0.6056270436608321,0.7093188507791217,1.9191816455177424,17.958656663750183,-0.0
60/20/20,Drawdown trigger -15%,opportunistic,GBP,zero,1991-11-01,2026-08-04,34.72,0.09533539367819555,0.12431307575421785,0.5236423444226334,0.5249822995352437,-0.2967866124613815,0.07309444253244168,0.9129043319236484,2360516.2845423017,0.34563950165733226,0.05088081684168134,0.0,0.0,0.058876874754999864,0.17795336406336598,0.649383128706928,0.7751130768557827,11.26459216700848,18.97502038515686,-0.0
60/20/20,Drawdown trigger -20%,opportunistic,GBP,zero,1991-11-01,2026-08-04,34.72,0.09546215800473079,0.12572720302134335,0.5200972005704709,0.5198444719242197,-0.30428808804264396,0.07738230352382997,0.9133615270316607,2370019.3214130537,0.17281975082866613,0.033353843508679044,0.0,0.0,0.08111818648940754,0.1861155586862653,0.6595053408902818,0.7861155586862653,13.805221209919338,17.70203460759845,-0.0
60/20/20,Never (drift),calendar,GBP,half,1991-11-01,2026-08-04,34.72,0.09063109450691309,0.1337252886226715,0.46367979049760955,0.4619754639964443,-0.3731521842333819,0.09569965278535937,0.9171333866727626,2032872.078441665,0.0,0.0,0.0,0.0,0.11276228565540201,0.21862657307694905,0.7091902965154906,0.818626573076949,17.152204398243054,-33.95558355890227,4.277292878496208
60/20/20,Monthly,calendar,GBP,half,1991-11-01,2026-08-04,34.72,0.09188370313512939,0.12083778139874247,0.5090054105199675,0.5138882052602319,-0.2984857926959197,0.07161001176391363,0.9127900331466453,2115521.264746767,12.010972682592296,0.24895648611761534,4.277292878496208,4838.246666328493,0.007423185467527793,0.07463872763948722,0.6001876146363045,0.6432717346765593,0.0,0.0,-0.0
60/20/20,Quarterly,calendar,GBP,half,1991-11-01,2026-08-04,34.72,0.09274161869822306,0.12001544170064589,0.5182190312524867,0.5231522528749173,-0.2915770648991568,0.06995730662353956,0.9117613441536175,2174001.2867915723,4.003657560864099,0.15037939121607355,1.5711389428552103,1919.4743008183705,0.012947773450013399,0.10550719024699046,0.6009307339343242,0.6602223183327932,0.26156716070646624,5.6114345345892325,2.706153935640998
60/20/20,Semi-annual,calendar,GBP,half,1991-11-01,2026-08-04,34.72,0.09138616443111491,0.11880845620095092,0.5118289040959382,0.51645194859744,-0.2956580010724823,0.07167938164251729,0.9135901245856669,2082309.4055913005,2.016230426334438,0.09929590653939223,0.8546882199866879,1076.3839137155294,0.016150215045129927,0.13854189664676947,0.5985338358888604,0.6497876375326614,-0.13152321444165338,-8.266468484212641,3.4226046585095204
60/20/20,Annual,calendar,GBP,half,1991-11-01,2026-08-04,34.72,0.09248427940895487,0.11818430051251147,0.5224282327184412,0.5269044977017326,-0.2878446097374062,0.0694203469142373,0.9130186307006515,2156296.813516603,1.008115213167219,0.07626852305511199,0.4910069302277442,649.5869258307039,0.022491473610650774,0.17927740045636312,0.6000173724141868,0.6856835850867098,0.4298290082127565,1.7896477817735956,3.786285948268464
60/20/20,Daily (constant mix),control,GBP,half,1991-11-01,2026-08-04,34.72,0.08446957786105846,0.12206877231102461,0.4492541226673847,0.45450782620531915,-0.3122741258637777,0.07838241962704964,0.9178191793347811,1669881.7394488733,252.0,1.149703677562741,90.67398100222279,82309.68186252122,0.0022811580904022635,0.039461387513385376,0.6000202199982867,0.6394613875133853,-0.09868186971573323,12.354117252733054,-86.39668812372659
60/20/20,Band 5pp (daily check),threshold,GBP,half,1991-11-01,2026-08-04,34.72,0.09412504013225753,0.12228813396880094,0.5211891966346429,0.5259293007615014,-0.2914087854063715,0.06951029267797498,0.9119899417076237,2271624.5259576323,0.9793119213624414,0.10150979893681261,0.5084717801828731,800.9324120277097,0.023772920917480324,0.059064813662220314,0.6127795042790414,0.6542355717679325,2.916992915600325,15.727555957367745,3.7688210983133352
60/20/20,Band 25% rel (daily check),threshold,GBP,half,1991-11-01,2026-08-04,34.72,0.09415530543590034,0.12238204949053272,0.5211123189152311,0.525834403485457,-0.2977701492664886,0.07195367686870438,0.912332838038633,2273807.130478267,0.5760658360955537,0.07541026257355317,0.3355771827084908,542.4366791600835,0.03100140718481507,0.09905231760339057,0.6194742003328386,0.6990523176033905,3.963030865015149,14.811276446906607,3.9417156957877175
60/20/20,5/25 rule (daily check),threshold,GBP,half,1991-11-01,2026-08-04,34.72,0.09412504013225753,0.12228813396880094,0.5211891966346429,0.5259293007615014,-0.2914087854063715,0.06951029267797498,0.9119899417076237,2271624.5259576323,0.9793119213624414,0.10150979893681261,0.5084717801828731,800.9324120277097,0.023772920917480324,0.059064813662220314,0.6127795042790414,0.6542355717679325,2.916992915600325,15.727555957367745,3.7688210983133352
60/20/20,Band 5pp (monthly check),hybrid,GBP,half,1991-11-01,2026-08-04,34.72,0.09386156779459465,0.12132006936288212,0.5223978331325887,0.5276355239212953,-0.29482884490686234,0.07087615199318834,0.912332838038633,2252709.784859973,0.7200822951194422,0.08362642386537776,0.3832491481237099,671.0595511858376,0.024074260144450018,0.0981706561517388,0.6129140363373907,0.6696370441868957,2.948901813037974,12.935701051242088,3.8940437303724984
60/20/20,5/25 rule (monthly check),hybrid,GBP,half,1991-11-01,2026-08-04,34.72,0.09386156779459465,0.12132006936288212,0.5223978331325887,0.5276355239212953,-0.29482884490686234,0.07087615199318834,0.912332838038633,2252709.784859973,0.7200822951194422,0.08362642386537776,0.3832491481237099,671.0595511858376,0.024074260144450018,0.0981706561517388,0.6129140363373907,0.6696370441868957,2.948901813037974,12.935701051242088,3.8940437303724984
60/20/20,5/25 rule (annual check),hybrid,GBP,half,1991-11-01,2026-08-04,34.72,0.09427277343036011,0.11871699152085266,0.5344081213466549,0.538303652660581,-0.28109753999267484,0.06721441484261308,0.9119899417076237,2282297.7300621276,0.43204937707166535,0.06445553942388736,0.26442823545691496,421.57782112505595,0.033340770963103616,0.17927740045636334,0.6056270436608321,0.7093188507791213,1.9191816455177424,17.958656663750183,4.012864643039293
60/20/20,Drawdown trigger -15%,opportunistic,GBP,half,1991-11-01,2026-08-04,34.72,0.09531502170906214,0.12431545340167725,0.5234851600648276,0.5248115849756751,-0.2969176935217146,0.07313129589584952,0.9131329294776546,2358992.5314724357,0.34563950165733226,0.050880816841681255,0.20371969133403667,317.71683963535884,0.05887687475499985,0.17795336406336565,0.649383128706928,0.7751130768557827,11.26459216700848,18.97502038515686,4.073573187162172
60/20/20,Drawdown trigger -20%,opportunistic,GBP,half,1991-11-01,2026-08-04,34.72,0.09544807833261126,0.12572940570157978,0.5199880848979808,0.5197257819994074,-0.304367559944283,0.07740813695597518,0.9133615270316607,2368961.990763806,0.17281975082866613,0.03335384350867926,0.14079672119526876,182.06675308487465,0.08111818648940772,0.18611555868626617,0.6595053408902819,0.7861155586862661,13.805221209917118,17.70203460760067,4.13649615730094
60/20/20,Never (drift),calendar,GBP,double,1991-11-01,2026-08-04,34.72,0.09063109450691309,0.1337252886226715,0.46367979049760955,0.4619754639964443,-0.3731521842333819,0.09569965278535937,0.9171333866727626,2032872.078441665,0.0,0.0,0.0,0.0,0.11276228565540201,0.21862657307694905,0.7091902965154906,0.818626573076949,17.152204398243054,-33.95558355890227,17.388818224222113
60/20/20,Monthly,calendar,GBP,double,1991-11-01,2026-08-04,34.72,0.0905725506005568,0.12082869692575252,0.4990848501616466,0.5036573734071029,-0.30075984246388976,0.07271207640199931,0.9135901245856669,2029086.9661066846,12.010972682592296,0.24895648611761542,17.388818224222113,19197.881276040174,0.007423185467527793,0.0746387276394872,0.6001876146363045,0.6432717346765592,0.0,0.0,-0.0
60/20/20,Quarterly,calendar,GBP,double,1991-11-01,2026-08-04,34.72,0.09226709359240015,0.12001025587242908,0.514614911949849,0.51940727706398,-0.2925178645505133,0.07035740027617492,0.9121042404846268,2141463.8537490307,4.003657560864099,0.1503793912160735,6.316390001084304,7643.980048165335,0.012947773450013392,0.10550719024699044,0.6009307339343242,0.6602223183327934,0.26156716070646624,5.6114345345892325,11.072428223137809
60/20/20,Semi-annual,calendar,GBP,double,1991-11-01,2026-08-04,34.72,0.09112890177124422,0.1188035840638149,0.5098592843458531,0.514412363634882,-0.29620385864806953,0.07188308944056078,0.9138187221396731,2065335.7045865818,2.016230426334438,0.09929590653939226,3.4273148186936275,4293.3681967006,0.01615021504512994,0.13854189664676983,0.5985338358888604,0.6497876375326614,-0.13152321444165338,-8.266468484212641,13.961503405528486
60/20/20,Annual,calendar,GBP,double,1991-11-01,2026-08-04,34.72,0.0923367394004666,0.11818027905456188,0.5212979946096521,0.5257345965128893,-0.288238465488334,0.06953906305578635,0.9131329294776546,2146209.5691279937,1.008115213167219,0.07626852305511209,1.9664070151104163,2593.2805337640457,0.022491473610650802,0.17927740045636328,0.6000173724141868,0.6856835850867099,0.42982900821053605,1.789647781775816,15.422411209111697
60/20/20,Daily (constant mix),control,GBP,double,1991-11-01,2026-08-04,34.72,-0.03152643652443188,0.12205262879694027,-0.47742482045629,-0.4764900071564744,-0.769257365397227,0.4320822633910626,0.9929134758258087,32884.53262268174,252.0,1.149703677562741,1250.6341248571262,315202.68158669386,0.0022811580904022644,0.039461387513385474,0.6000202199982867,0.6394613875133855,-0.09868186971573323,12.354117252733054,-1233.2453066329042
60/20/20,Band 5pp (daily check),threshold,GBP,double,1991-11-01,2026-08-04,34.72,0.09397228939796909,0.12229271584197321,0.5200325365402744,0.5247077346520138,-0.29191770530592287,0.06966902929341869,0.9121042404846268,2260639.8075645687,0.9793119213624414,0.10150979893681282,2.0359791230672997,3196.1842281726113,0.023772920917480407,0.05906481366222069,0.6127795042790414,0.6542355717679327,2.9169929156025454,15.727555957365524,15.352839101154814
60/20/20,Band 25% rel (daily check),threshold,GBP,double,1991-11-01,2026-08-04,34.72,0.09405455169916,0.12238564054325954,0.5203481384737434,0.5250274701638586,-0.2978931245390597,0.07203107986327119,0.912447136815636,2266549.086000196,0.5760658360955537,0.07541026257355328,1.3431145501119346,2166.208276275018,0.03100140718481514,0.09905231760339062,0.6194742003328387,0.6990523176033906,3.963030865015149,14.811276446906607,16.04570367411018
60/20/20,5/25 rule (daily check),threshold,GBP,double,1991-11-01,2026-08-04,34.72,0.09397228939796909,0.12229271584197321,0.5200325365402744,0.5247077346520138,-0.29191770530592287,0.06966902929341869,0.9121042404846268,2260639.8075645687,0.9793119213624414,0.10150979893681282,2.0359791230672997,3196.1842281726113,0.023772920917480407,0.05906481366222069,0.6127795042790414,0.6542355717679327,2.9169929156025454,15.727555957365524,15.352839101154814
60/20/20,Band 5pp (monthly check),hybrid,GBP,double,1991-11-01,2026-08-04,34.72,0.09374648783208595,0.12132034448488681,0.5215294594982969,0.5267237424403483,-0.2951170560701587,0.07096633144362184,0.912447136815636,2244496.244881937,0.7200822951194422,0.08362642386537777,1.5340487732107277,2679.1684693591988,0.02407426014445005,0.09817065615173885,0.6129140363373907,0.6696370441868957,2.948901813037974,12.935701051242088,15.854769451011386
60/20/20,5/25 rule (monthly check),hybrid,GBP,double,1991-11-01,2026-08-04,34.72,0.09374648783208595,0.12132034448488681,0.5215294594982969,0.5267237424403483,-0.2951170560701587,0.07096633144362184,0.912447136815636,2244496.244881937,0.7200822951194422,0.08362642386537777,1.5340487732107277,2679.1684693591988,0.02407426014445005,0.09817065615173885,0.6129140363373907,0.6696370441868957,2.948901813037974,12.935701051242088,15.854769451011386
60/20/20,5/25 rule (annual check),hybrid,GBP,double,1991-11-01,2026-08-04,34.72,0.09419339576369556,0.11871480497264322,0.5338043129385702,0.5377452840714675,-0.28141326660053634,0.06729067418879967,0.9122185392616299,2276556.9370954186,0.43204937707166535,0.06445553942388729,1.0582049021023998,1684.1739257444488,0.033340770963103616,0.17927740045636326,0.6056270436608321,0.7093188507791217,1.9191816455177424,17.958656663750183,16.330613322119714
60/20/20,Drawdown trigger -15%,opportunistic,GBP,double,1991-11-01,2026-08-04,34.72,0.09525387540386032,0.12432264847864732,0.5230132061044875,0.5242989384295935,-0.2973109946883059,0.07324196797688205,0.9132472282546577,2354424.7330435766,0.34563950165733226,0.05088081684168129,0.8151827433522385,1269.7431311576538,0.05887687475499992,0.1779533640633658,0.649383128706928,0.7751130768557827,11.26459216700848,18.97502038515686,16.573635480869875
60/20/20,Drawdown trigger -20%,opportunistic,GBP,double,1991-11-01,2026-08-04,34.72,0.09540582459944158,0.12573606150580685,0.5196604989911656,0.519369291229085,-0.30460602926684643,0.07748569010951846,0.9133615270316607,2365791.6432843674,0.17281975082866613,0.03335384350867922,0.563334052892106,727.8320505240124,0.0811181864894077,0.1861155586862664,0.6595053408902819,0.7861155586862664,13.805221209919338,17.70203460759845,16.825484171330007
60/20/20,Never (drift),calendar,GBP,us_listed_fx,1991-11-01,2026-08-04,34.72,0.09063109450691309,0.1337252886226715,0.46367979049760955,0.4619754639964443,-0.3731521842333819,0.09569965278535937,0.9171333866727626,2032872.078441665,0.0,0.0,0.0,0.0,0.11276228565540201,0.21862657307694905,0.7091902965154906,0.818626573076949,17.152204398243054,-33.95558355890227,22.26898797121013
60/20/20,Monthly,calendar,GBP,us_listed_fx,1991-11-01,2026-08-04,34.72,0.090084533625858,0.12082833708884132,0.4953835269052372,0.49972591997461396,-0.301597496098159,0.07303425656491135,0.9147331123556978,1997799.8081987617,12.010972682592296,0.24895648611761534,22.26898797121013,34012.36477541892,0.007423185467527793,0.07463872763948726,0.6001876146363045,0.6432717346765594,0.0,0.0,-0.0
