horizon_months,mean_loss,cvar_95,var_95,p95_max_drawdown,worst_max_drawdown,prob_breach_dd,dd_limit
12,-0.05356974632237013,0.07692535975013255,0.05193574844156383,-0.08264243996164647,-0.17807276332679323,0.0,0.2
